PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	VelInc_X	VelInc_Y	VelInc_Z
14334	10038846	6.297366	6.990184	28.106238	1.759012	9.436158	-2.221044	0.016619	0.017276	0.070111
14335	10038871	-3.247883	8.834068	38.738992	2.383343	8.441626	-2.344516	-0.007033	0.021818	0.096991
14336	10038896	-7.705771	12.172505	40.276166	2.491298	7.710299	-2.235561	-0.018208	0.030169	0.100964
14337	10038921	-24.512631	13.577704	44.953415	2.644062	6.140643	-1.613544	-0.060348	0.033694	0.112961
14338	10038946	-36.935244	15.302125	53.007502	3.335139	5.363242	-1.500751	-0.091375	0.037873	0.133292
14339	10038971	-29.412061	19.373958	67.284323	2.488504	4.070691	-1.496921	-0.072582	0.048047	0.168732
14340	10038996	-26.262184	21.310315	62.799970	1.410779	2.605552	-1.657232	-0.065033	0.053134	0.157306
14341	10039021	-19.773810	21.852936	59.252209	1.032812	1.809509	-2.120626	-0.048954	0.054571	0.148312
14342	10039046	-11.074838	21.755074	53.952927	0.299702	0.990297	-2.316930	-0.027363	0.054417	0.134937
14343	10039071	-2.264603	18.734541	45.158641	-0.151664	0.396993	-2.220248	-0.005475	0.046873	0.112890
14344	10039096	4.378961	16.070356	37.911367	-0.225181	-0.007573	-2.008367	0.011047	0.040175	0.094767
14345	10039121	9.108240	15.301240	33.622314	-0.077681	-0.315585	-1.818895	0.022824	0.038209	0.084061
14346	10039146	11.071962	15.487066	31.893261	0.150372	-0.581085	-1.646662	0.027702	0.038646	0.079761
14347	10039171	10.097830	15.892198	31.911505	0.237873	-0.861647	-1.474237	0.025232	0.039660	0.079818
14348	10039196	7.903497	15.794580	31.758936	0.117685	-1.184192	-1.296918	0.019705	0.039443	0.079432
14349	10039221	6.240088	15.082160	30.422232	-0.052743	-1.538405	-1.142449	0.015508	0.037688	0.076083
14350	10039246	5.377788	14.392839	28.027578	-0.194928	-1.901903	-1.014895	0.013324	0.035982	0.070092
14351	10039271	5.170387	13.765617	25.180591	-0.318459	-2.238002	-0.880049	0.012788	0.034425	0.062974
