PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Latitude	Longitude	Altitude
57460	35207799	-2.109900	1.501034	9.452526	-0.002313	-0.002238	0.009821	39.979033508	116.338918670	45.402268
57461	35207824	-2.069899	1.462648	9.413853	-0.003782	0.001633	0.002402	39.979033508	116.338918672	45.402159
57462	35207849	-2.110020	1.428094	9.449622	-0.002879	0.000681	0.002408	39.979033508	116.338918674	45.402051
57463	35207874	-2.147074	1.498343	9.433877	-0.000730	0.003071	0.005938	39.979033344	116.338918491	45.423983
57464	35207899	-2.173351	1.489979	9.468421	-0.002855	0.003131	0.001465	39.979033344	116.338918494	45.423889
57465	35207924	-2.236976	1.462151	9.542782	0.003068	0.001994	0.002326	39.979033344	116.338918496	45.423795
57466	35207949	-2.156797	1.477581	9.471048	-0.003640	-0.002360	0.002471	39.979033344	116.338918499	45.423702
57467	35207974	-2.104407	1.430943	9.419052	-0.002779	-0.001793	0.001974	39.979033344	116.338918501	45.423607
57468	35207999	-2.155645	1.379786	9.492008	0.000270	-0.001539	0.002436	39.979033344	116.338918504	45.423514
57469	35208024	-2.201247	1.409838	9.547939	-0.003271	-0.002991	0.006734	39.979033344	116.338918507	45.423421
57470	35208049	-2.148662	1.451283	9.508219	-0.002454	-0.005916	0.001541	39.979033344	116.338918509	45.423328
57471	35208074	-2.125097	1.451559	9.436390	-0.002867	-0.003698	0.001787	39.979033344	116.338918512	45.423628
57472	35208099	-2.152589	1.492837	9.437850	0.001749	0.001968	0.004390	39.979033344	116.338918514	45.423536
57473	35208124	-2.182981	1.553163	9.499222	-0.001736	0.003271	0.006430	39.979033345	116.338918517	45.423444
57474	35208149	-2.167888	1.483014	9.485688	-0.006019	-0.001238	0.001131	39.979033345	116.338918520	45.423352
57475	35208174	-2.155416	1.447403	9.436360	0.001299	0.000054	0.007519	39.979033345	116.338918522	45.423261
57476	35208199	-2.145858	1.418464	9.453565	0.001408	0.003301	0.004447	39.979033345	116.338918525	45.423169
57477	35208224	-2.143090	1.441823	9.470930	-0.000688	-0.004764	0.002435	39.979033345	116.338918527	45.423078
57478	35208249	-2.151359	1.492584	9.495049	-0.000843	-0.005820	0.003995	39.979033345	116.338918530	45.422986
57479	35208274	-2.105851	1.462419	9.472358	-0.002050	-0.005157	0.005311	39.979033345	116.338918533	45.418482
57480	35208299	-2.109989	1.426719	9.445637	0.003725	-0.006908	0.003096	39.979033345	116.338918535	45.418386
57481	35208324	-2.140333	1.444549	9.466957	-0.001425	-0.005238	0.004372	39.979033345	116.338918538	45.418290
57482	35208349	-2.155433	1.485850	9.461759	-0.002427	-0.002013	0.004545	39.979033345	116.338918540	45.418194
57483	35208374	-2.143041	1.446018	9.444346	-0.000919	-0.000064	0.007506	39.979033345	116.338918543	45.418098
57484	35208399	-2.129229	1.477640	9.451119	0.001022	0.002439	0.001812	39.979033345	116.338918546	45.418002
57485	35208424	-2.159523	1.499649	9.455156	-0.002857	0.001945	0.006485	39.979033346	116.338918548	45.417906
57486	35208449	-2.183001	1.462480	9.459008	-0.003162	-0.002749	0.005986	39.979033346	116.338918551	45.417810
57487	35208474	-2.165240	1.411383	9.496107	-0.000051	-0.005220	0.001992	39.979033346	116.338918553	45.421895
57488	35208499	-2.151370	1.488468	9.500347	-0.005366	-0.011235	0.004970	39.979033346	116.338918556	45.421804
57489	35208524	-2.165138	1.494044	9.484390	-0.005227	-0.004272	0.005217	39.979033346	116.338918559	45.421713
57490	35208549	-2.147260	1.440394	9.476254	-0.009230	-0.004013	0.005186	39.979033346	116.338918561	45.421623
57491	35208574	-2.118373	1.382583	9.473424	-0.000253	-0.004056	0.003314	39.979033346	116.338918564	45.421532
57492	35208599	-2.154194	1.447225	9.489572	0.000449	-0.006942	0.004765	39.979033346	116.338918566	45.421442
57495	35208624	-2.173502	1.487018	9.518949	0.001334	-0.008735	0.007717	39.979033346	116.338918569	45.421352
57496	35208649	-2.140301	1.485796	9.475079	-0.004132	-0.009206	0.005479	39.979033346	116.338918572	45.421263
57497	35208674	-2.126390	1.488718	9.429865	-0.001924	-0.007059	0.009389	39.979033858	116.338918635	45.456884
57498	35208699	-2.127788	1.491441	9.437855	-0.004193	-0.004545	0.007989	39.979033858	116.338918637	45.456878
57499	35208724	-2.151301	1.447389	9.447012	-0.008304	-0.006688	0.004379	39.979033858	116.338918640	45.456873
57500	35208749	-2.159605	1.474799	9.479017	-0.002682	-0.007521	0.008000	39.979033859	116.338918643	45.456867
57501	35208774	-2.145818	1.489918	9.475079	-0.000039	-0.009990	0.008647	39.979033859	116.338918645	45.456862
57502	35208799	-2.125194	1.426681	9.458923	-0.007331	-0.006050	0.008592	39.979033859	116.338918648	45.456856
57503	35208824	-2.104487	1.423968	9.449617	-0.005165	-0.007203	0.007793	39.979033860	116.338918651	45.456850
57504	35208849	-2.136194	1.445952	9.465632	-0.005534	-0.008759	0.005658	39.979033860	116.338918653	45.456845
57505	35208874	-2.147280	1.463744	9.493622	-0.000495	-0.009426	0.007708	39.979033860	116.338918656	45.459548
57506	35208899	-2.139021	1.415633	9.472181	0.000684	-0.005671	0.005390	39.979033861	116.338918659	45.459545
57507	35208924	-2.100358	1.436311	9.454983	-0.000602	-0.006299	0.009707	39.979033861	116.338918662	45.459542
57508	35208949	-2.089243	1.448765	9.433761	0.000226	-0.008117	0.006770	39.979033861	116.338918664	45.459539
57509	35208974	-2.100243	1.454363	9.421780	0.000910	-0.003879	0.006402	39.979033862	116.338918667	45.459536
57510	35208999	-2.109876	1.496938	9.439208	-0.001042	-0.002286	0.003432	39.979033862	116.338918670	45.459532
57511	35209024	-2.134686	1.468097	9.429788	-0.000447	-0.006162	0.006075	39.979033862	116.338918672	45.459529
57512	35209049	-2.109989	1.439137	9.443004	-0.004773	-0.004101	0.008106	39.979033863	116.338918675	45.459526
57513	35209074	-2.119671	1.465169	9.477670	-0.001919	-0.007969	0.007571	39.979033863	116.338918678	45.459940
57514	35209099	-2.144371	1.492761	9.449826	-0.002056	-0.004664	0.012833	39.979033863	116.338918681	45.459937
57515	35209124	-2.134692	1.531251	9.464588	-0.002730	-0.005655	0.005929	39.979033864	116.338918683	45.459934
57516	35209149	-2.141638	1.494110	9.468441	-0.004217	-0.003223	0.007547	39.979033864	116.338918686	45.459931
57517	35209174	-2.092066	1.393773	9.421602	-0.008598	-0.006828	0.007328	39.979033865	116.338918689	45.459928
57518	35209199	-2.105895	1.414335	9.448248	-0.012663	-0.004877	0.002463	39.979033865	116.338918691	45.459925
57519	35209224	-2.115463	1.484457	9.468440	-0.009544	-0.003752	0.005752	39.979033865	116.338918694	45.459922
57520	35209249	-2.100283	1.470780	9.443118	-0.007463	-0.004415	0.003824	39.979033866	116.338918697	45.459918
57521	35209274	-2.100311	1.461138	9.443091	-0.011207	0.001536	0.007863	39.979033866	116.338918700	45.453638
57522	35209299	-2.101539	1.475104	9.392586	-0.009315	-0.001408	0.001669	39.979033866	116.338918702	45.453629
57523	35209324	-2.144241	1.524569	9.415343	-0.012390	0.003470	0.006159	39.979033867	116.338918705	45.453619
57524	35209349	-2.129295	1.441815	9.465617	-0.008842	0.001566	0.002240	39.979033867	116.338918708	45.453609
57525	35209374	-2.148550	1.465199	9.459040	-0.010526	-0.000849	0.001225	39.979033868	116.338918710	45.453600
57526	35209399	-2.149869	1.506527	9.456516	-0.013943	0.000785	0.004269	39.979033868	116.338918713	45.453590
57527	35209424	-2.129268	1.433636	9.444304	-0.019392	-0.000834	0.001529	39.979033868	116.338918716	45.453580
57528	35209449	-2.097717	1.355103	9.461364	-0.017127	-0.003546	-0.005667	39.979033869	116.338918719	45.453570
57529	35209474	-2.174874	1.451320	9.504198	-0.009310	-0.008695	0.001362	39.979033869	116.338918721	45.451907
57530	35209499	-2.155509	1.498077	9.505698	-0.015743	-0.003332	0.000052	39.979033869	116.338918724	45.451896
57531	35209524	-2.063154	1.425327	9.453638	-0.013898	-0.004734	-0.000744	39.979033870	116.338918727	45.451885
57532	35209549	-2.071150	1.457335	9.361944	-0.010337	-0.003384	-0.003225	39.979033870	116.338918730	45.451874
57533	35209574	-2.154937	1.650015	9.354562	-0.017162	0.006270	0.002606	39.979033871	116.338918732	45.451861
57534	35209599	-2.235929	1.449292	9.682415	-0.017147	-0.009611	-0.000773	39.979033871	116.338918735	45.451849
57535	35209624	-2.220323	1.451360	9.490877	-0.016387	-0.015055	-0.001201	39.979033871	116.338918738	45.451839
57536	35209649	-2.092113	1.404708	9.448223	-0.006755	-0.010860	0.000447	39.979033872	116.338918740	45.451829
57537	35209674	-2.093413	1.410308	9.417658	-0.006995	-0.006455	0.002949	39.979033872	116.338918743	45.452443
57538	35209699	-2.114204	1.388168	9.458797	-0.013341	-0.004514	0.005282	39.979033873	116.338918746	45.452433
57539	35209724	-2.089297	1.428123	9.439000	-0.013116	-0.005552	0.007419	39.979033873	116.338918749	45.452422
57540	35209749	-2.082285	1.453042	9.395180	-0.013217	-0.005947	0.002526	39.979033873	116.338918751	45.452412
57541	35209774	-2.053271	1.486117	9.389997	-0.013633	-0.006545	0.004594	39.979033874	116.338918754	45.452400
57542	35209799	-2.073943	1.472358	9.391270	-0.011121	-0.000687	-0.000973	39.979033874	116.338918757	45.452389
57543	35209824	-2.061545	1.508079	9.402027	-0.020443	-0.002269	0.002088	39.979033875	116.338918760	45.452377
57544	35209849	-2.105837	1.445985	9.455011	-0.017013	0.001195	0.001800	39.979033875	116.338918762	45.452365
57545	35209874	-2.094876	1.397836	9.449544	-0.013408	-0.001064	0.003378	39.979033875	116.338918765	45.439513
57546	35209899	-2.107197	1.440492	9.441694	-0.014138	-0.000346	0.000989	39.979033876	116.338918768	45.439488
57547	35209924	-2.140374	1.447248	9.485585	-0.011040	0.002702	-0.002439	39.979033876	116.338918771	45.439463
57548	35209949	-2.147256	1.476102	9.497652	-0.017837	0.004175	-0.001618	39.979033877	116.338918773	45.439438
57549	35209974	-2.178923	1.466503	9.489621	-0.012766	-0.000598	-0.002828	39.979033877	116.338918776	45.439414
57550	35209999	-2.180338	1.434919	9.473557	-0.012612	0.003706	0.001246	39.979033877	116.338918779	45.439390
57551	35210024	-2.178926	1.485756	9.492339	-0.010780	-0.001819	0.004089	39.979033878	116.338918782	45.439366
57552	35210049	-2.154050	1.477588	9.463065	-0.014217	-0.005250	0.003061	39.979033878	116.338918784	45.439342
57553	35210074	-2.119671	1.419821	9.456240	-0.011969	-0.007261	-0.004196	39.979033879	116.338918787	45.449278
57554	35210099	-2.101803	1.399123	9.464170	-0.012863	-0.007878	0.000943	39.979033879	116.338918790	45.449264
57555	35210124	-2.097711	1.397718	9.480129	-0.006782	-0.006254	0.003813	39.979033880	116.338918793	45.449250
57556	35210149	-2.118382	1.437547	9.489561	-0.008281	-0.003590	0.004174	39.979033880	116.338918795	45.449236
57557	35210174	-2.101860	1.386751	9.472101	-0.009316	-0.002642	0.003913	39.979033880	116.338918798	45.449222
57558	35210199	-2.118341	1.407371	9.473497	-0.005502	-0.000982	0.001186	39.979033881	116.338918801	45.449209
57559	35210224	-2.141713	1.433548	9.465593	-0.011678	-0.005557	0.003771	39.979033881	116.338918804	45.449195
57560	35210249	-2.156830	1.484468	9.465750	-0.010164	0.002030	0.003335	39.979033882	116.338918807	45.449181
57561	35210274	-2.156906	1.415648	9.468178	-0.009876	-0.001656	0.006606	39.979033882	116.338918809	45.447619
57562	35210299	-2.092199	1.386747	9.457487	-0.011940	-0.007935	0.005029	39.979033882	116.338918812	45.447604
57563	35210324	-2.074016	1.433819	9.392466	-0.008805	-0.006229	0.005116	39.979033883	116.338918815	45.447589
57564	35210349	-2.138808	1.485949	9.428526	-0.010654	-0.002067	0.004466	39.979033883	116.338918818	45.447573
57565	35210374	-2.179025	1.477364	9.526897	-0.013016	-0.004612	0.003320	39.979033884	116.338918820	45.447559
57566	35210399	-2.161076	1.445825	9.490889	-0.015077	-0.009647	0.004813	39.979033884	116.338918823	45.447544
57567	35210424	-2.119653	1.447349	9.458988	-0.018054	-0.005257	0.006171	39.979033885	116.338918826	45.447529
57568	35210449	-2.123738	1.437751	9.443003	-0.008272	-0.005649	0.002106	39.979033885	116.338918829	45.447514
57569	35210474	-2.151345	1.462409	9.469674	-0.011776	-0.009155	-0.000052	39.979033885	116.338918831	45.452766
57570	35210499	-2.155509	1.469261	9.484328	-0.011627	-0.012405	0.002773	39.979033886	116.338918834	45.452757
57571	35210524	-2.108656	1.403315	9.452201	-0.020058	-0.014204	0.000076	39.979033886	116.338918837	45.452747
57572	35210549	-2.093368	1.404882	9.403004	-0.020224	-0.014430	0.002083	39.979033887	116.338918840	45.452738
57573	35210574	-2.004931	1.420340	9.307332	-0.020044	-0.009903	0.003716	39.979033887	116.338918843	45.452725
57574	35210599	-1.969047	1.428634	9.292751	-0.021705	-0.010526	0.000568	39.979033888	116.338918845	45.452713
57575	35210624	-1.967518	1.490707	9.267679	-0.025803	-0.008303	0.000533	39.979033888	116.338918848	45.452701
57576	35210649	-2.075019	1.599142	9.339821	-0.026457	-0.000046	-0.001495	39.979033888	116.338918851	45.452687
57577	35210674	-1.980571	1.389394	9.480185	-0.031279	-0.002281	-0.007486	39.979033889	116.338918854	45.446495
57578	35210699	-1.901551	1.317422	9.231214	-0.028192	0.007622	-0.009222	39.979033889	116.338918857	45.446473
57579	35210724	-1.795259	1.317676	9.156783	-0.025131	0.014943	-0.006498	39.979033890	116.338918859	45.446450
57580	35210749	-1.795139	1.382321	9.157013	-0.031182	0.034922	-0.008129	39.979033890	116.338918862	45.446424
57581	35210774	-1.731667	1.471687	9.175973	-0.039451	0.045286	-0.013909	39.979033891	116.338918865	45.446395
57582	35210799	-1.965008	1.464260	9.344738	-0.037868	0.055067	-0.018747	39.979033891	116.338918868	45.446365
57583	35210824	-2.258718	1.517467	9.473790	-0.034788	0.060858	-0.019370	39.979033892	116.338918871	45.446335
57584	35210849	-2.045182	1.410296	9.425664	-0.041477	0.049619	-0.015262	39.979033892	116.338918874	45.446305
57585	35210874	-1.695894	1.293070	9.095590	-0.040999	0.048989	-0.015804	39.979033893	116.338918876	45.453866
57586	35210899	-1.924861	1.301062	9.185946	-0.042805	0.063513	-0.021175	39.979033893	116.338918879	45.453840
57587	35210924	-2.190049	1.393615	9.473406	-0.039010	0.064601	-0.023419	39.979033894	116.338918882	45.453813
57588	35210949	-2.359958	1.501487	9.711776	-0.035271	0.059691	-0.021070	39.979033894	116.338918885	45.453786
57589	35210974	-2.417675	1.580032	9.692047	-0.034958	0.047161	-0.016984	39.979033895	116.338918888	45.453769
57590	35210999	-2.277180	1.408240	9.617071	-0.036314	0.037642	-0.015160	39.979033896	116.338918891	45.453746
57591	35211024	-2.249293	1.326342	9.437240	-0.025080	0.029460	-0.019330	39.979033896	116.338918894	45.453724
57592	35211049	-2.281360	1.268102	9.552755	-0.024462	0.027385	-0.018446	39.979033897	116.338918896	45.453702
57593	35211074	-2.338153	1.289606	9.688483	-0.019304	0.013117	-0.015952	39.979033897	116.338918899	45.454268
57595	35211099	-2.365772	1.292349	9.707083	-0.013512	0.002877	-0.010563	39.979033897	116.338918902	45.454249
57597	35211124	-2.281383	1.328455	9.591540	-0.004967	0.002077	-0.004847	39.979033898	116.338918905	45.454232
57598	35211149	-2.177987	1.442500	9.655816	-0.020508	0.000083	-0.004520	39.979033898	116.338918908	45.454216
57599	35211174	-2.166538	1.426673	9.468213	-0.008826	0.002430	-0.003052	39.979034290	116.338919073	45.482744
57600	35211199	-2.187435	1.484040	9.585455	-0.008708	0.000557	-0.001924	39.979034291	116.338919076	45.482794
57601	35211224	-2.207972	1.522663	9.560292	-0.013517	0.003068	-0.003280	39.979034291	116.338919079	45.482845
57602	35211249	-2.225866	1.488391	9.524244	-0.010031	0.006673	-0.003006	39.979034292	116.338919082	45.482897
57603	35211274	-2.181814	1.429253	9.513441	-0.008094	-0.000378	-0.004488	39.979034293	116.338919085	45.476772
57604	35211299	-2.209504	1.389221	9.543894	-0.009385	0.002195	-0.009958	39.979034293	116.338919088	45.476819
57605	35211324	-2.238406	1.378270	9.537183	-0.011748	-0.002879	-0.006774	39.979034294	116.338919091	45.476867
57606	35211349	-2.243969	1.407112	9.553226	-0.008242	-0.008290	-0.000657	39.979034294	116.338919094	45.476915
57607	35211374	-2.184501	1.414212	9.484129	-0.007796	-0.011893	-0.000212	39.979034295	116.338919097	45.476964
57608	35211399	-2.107152	1.418665	9.404362	-0.004847	-0.010417	-0.006707	39.979034296	116.338919100	45.477012
57609	35211424	-2.100278	1.398012	9.397654	-0.001845	-0.009327	-0.001854	39.979034296	116.338919103	45.477061
57610	35211449	-2.151424	1.425219	9.488167	-0.005104	-0.003752	-0.001888	39.979034297	116.338919106	45.477109
57611	35211474	-2.136217	1.439023	9.468267	-0.002937	-0.003663	-0.000243	39.979034298	116.338919109	45.482756
57612	35211499	-2.097442	1.477782	9.415207	-0.007489	-0.005065	-0.001211	39.979034298	116.338919112	45.482809
57613	35211524	-2.130599	1.544946	9.480599	-0.011857	-0.003761	0.001006	39.979034299	116.338919115	45.482863
57614	35211549	-2.228567	1.522774	9.531022	-0.016265	-0.001897	-0.000916	39.979034299	116.338919118	45.482916
57615	35211574	-2.136097	1.479041	9.445799	-0.012292	-0.011787	-0.006264	39.979034300	116.338919121	45.482971
57616	35211599	-2.096205	1.429496	9.442991	-0.015435	-0.012316	-0.004280	39.979034301	116.338919124	45.483025
57617	35211624	-2.125133	1.422646	9.434969	-0.015762	-0.012341	-0.005417	39.979034301	116.338919127	45.483079
57618	35211649	-2.150063	1.386762	9.465426	-0.015281	-0.014560	-0.005661	39.979034302	116.338919130	45.483132
57619	35211674	-2.108755	1.401776	9.494770	-0.015673	-0.012419	-0.010681	39.979034303	116.338919133	45.483342
57620	35211699	-2.101914	1.378408	9.488046	-0.017846	-0.013174	-0.006683	39.979034303	116.338919136	45.483396
57621	35211724	-2.071469	1.417044	9.465573	-0.013322	-0.006318	-0.004831	39.979034304	116.338919139	45.483450
57622	35211749	-2.064607	1.433472	9.485578	-0.016305	-0.004560	-0.002097	39.979034305	116.338919142	45.483504
57623	35211774	-2.086653	1.410114	9.472200	-0.012720	0.000879	-0.001955	39.979034305	116.338919145	45.483558
57624	35211799	-2.154308	1.411302	9.524044	-0.014739	-0.000030	-0.003226	39.979034306	116.338919148	45.483613
57625	35211824	-2.188829	1.411207	9.550620	-0.009640	0.003693	-0.007389	39.979034307	116.338919151	45.483668
57626	35211849	-2.192969	1.405691	9.554600	-0.012511	-0.002432	-0.006655	39.979034307	116.338919154	45.483723
57627	35211874	-2.125312	1.385308	9.485390	-0.011814	-0.004394	-0.002943	39.979034308	116.338919157	45.478611
57628	35211899	-2.134890	1.400490	9.468147	-0.019407	-0.004031	-0.000621	39.979034309	116.338919160	45.478662
57629	35211924	-2.148594	1.470685	9.479004	-0.016747	-0.001954	0.003037	39.979034309	116.338919163	45.478713
57630	35211949	-2.212155	1.422377	9.512067	-0.012402	-0.002804	-0.002201	39.979034310	116.338919166	45.478765
57631	35211974	-2.121266	1.382408	9.522631	-0.004235	-0.004844	-0.006834	39.979034310	116.338919169	45.478817
57632	35211999	-2.114485	1.331461	9.530442	-0.010261	-0.006610	-0.003117	39.979034311	116.338919172	45.478870
57633	35212024	-2.133614	1.372870	9.497310	-0.004371	-0.004485	0.000313	39.979034312	116.338919175	45.478922
57634	35212049	-2.110242	1.413987	9.540041	-0.010331	-0.002591	0.003031	39.979034312	116.338919178	45.478975
57635	35212074	-2.144695	1.385193	9.517302	-0.009891	0.001085	0.003463	39.979034313	116.338919181	45.484609
57636	35212099	-2.125369	1.407170	9.525370	-0.006460	0.002281	-0.000396	39.979034314	116.338919185	45.484668
57637	35212124	-2.070145	1.430691	9.486895	-0.003584	0.004958	0.000688	39.979034314	116.338919188	45.484727
57638	35212149	-2.078269	1.411659	9.426978	-0.008853	0.009657	0.001274	39.979034315	116.338919191	45.484786
57639	35212174	-2.177578	1.443109	9.498852	-0.006013	0.008564	-0.003164	39.979034316	116.338919194	45.484845
57640	35212199	-2.250769	1.497806	9.576145	-0.008512	0.008684	0.000453	39.979034316	116.338919197	45.484904
57641	35212224	-2.241041	1.480146	9.525536	-0.010833	-0.000939	-0.000311	39.979034317	116.338919200	45.484964
57642	35212249	-2.170529	1.491408	9.449804	-0.013691	0.000422	0.001743	39.979034318	116.338919203	45.485025
57643	35212274	-2.125091	1.446024	9.437708	-0.012673	-0.008599	-0.000626	39.979034318	116.338919206	45.479863
57644	35212299	-2.133320	1.417229	9.411009	-0.013122	-0.007601	-0.005649	39.979034319	116.338919209	45.479918
57645	35212324	-2.166613	1.383985	9.469397	-0.011413	-0.010630	-0.004944	39.979034320	116.338919212	45.479974
57646	35212349	-2.182105	1.365609	9.593035	-0.008589	-0.014633	-0.009874	39.979034320	116.338919215	45.480029
57647	35212374	-2.197073	1.412608	9.547955	-0.011748	-0.018476	-0.008893	39.979034321	116.338919218	45.480088
57648	35212399	-2.201185	1.446975	9.549403	-0.015335	-0.015806	-0.000454	39.979034322	116.338919221	45.480145
57649	35212424	-2.199753	1.474539	9.546840	-0.014335	-0.012049	0.005071	39.979034322	116.338919224	45.480203
57650	35212449	-2.216129	1.531043	9.523076	-0.017464	-0.011708	0.002597	39.979034323	116.338919227	45.480261
57651	35212474	-2.210683	1.500785	9.521641	-0.017716	-0.008035	0.002719	39.979034324	116.338919230	45.474143
57652	35212499	-2.212144	1.456752	9.532134	-0.019224	-0.010422	-0.000177	39.979034325	116.338919233	45.474197
57653	35212524	-2.199788	1.387920	9.521285	-0.015996	-0.010610	-0.007993	39.979034325	116.338919236	45.474251
57654	35212549	-2.210833	1.359141	9.502545	-0.009641	-0.020990	-0.003670	39.979034326	116.338919239	45.474306
57655	35212574	-2.215026	1.356236	9.525155	-0.009412	-0.023930	-0.005421	39.979034327	116.338919242	45.474360
57656	35212599	-2.216489	1.361625	9.571715	-0.010404	-0.026385	-0.000598	39.979034327	116.338919245	45.474416
57657	35212624	-2.190235	1.372719	9.531870	-0.008899	-0.028059	0.001864	39.979034328	116.338919248	45.474472
57658	35212649	-2.154353	1.367262	9.519904	-0.012635	-0.027260	0.003655	39.979034328	116.338919251	45.474529
57659	35212674	-2.114332	1.352304	9.482619	-0.004029	-0.027861	0.002095	39.979034329	116.338919254	45.474963
57660	35212699	-2.119797	1.367490	9.469361	-0.005634	-0.021626	0.004211	39.979034330	116.338919257	45.475021
57661	35212724	-2.081255	1.300090	9.454539	0.003406	-0.021537	0.002588	39.979034330	116.338919260	45.475078
57662	35212749	-2.099125	1.327613	9.450633	-0.001465	-0.013009	0.005488	39.979034331	116.338919263	45.475135
57663	35212774	-2.153316	1.222602	9.575285	0.005017	-0.018895	0.009874	39.979034332	116.338919266	45.475192
57664	35212799	-2.099347	1.286058	9.522325	0.009128	-0.014651	0.010344	39.979034332	116.338919269	45.475250
57665	35212824	-2.016511	1.324747	9.475947	0.001577	-0.020099	0.013052	39.979034333	116.338919272	45.475307
57666	35212849	-2.031504	1.342846	9.426778	-0.003134	-0.011954	0.019595	39.979034334	116.338919275	45.475364
57667	35212874	-2.008192	1.364653	9.484067	0.004905	-0.011529	0.018971	39.979034334	116.338919278	45.477925
57668	35212899	-2.112928	1.357843	9.477322	0.011341	-0.006738	0.010730	39.979034335	116.338919281	45.477984
57669	35212924	-2.144579	1.342790	9.446660	0.016905	0.001490	0.011584	39.979034336	116.338919284	45.478043
57670	35212949	-2.099494	1.287209	9.586190	0.015394	-0.002116	0.011195	39.979034336	116.338919287	45.478103
57671	35212974	-2.125248	1.363418	9.448074	0.021090	-0.004151	0.015196	39.979034337	116.338919290	45.478162
57672	35212999	-2.148773	1.376999	9.497329	0.006160	0.001772	0.028370	39.979034338	116.338919293	45.478222
57673	35213024	-2.143497	1.308023	9.546310	0.013033	-0.003469	0.021654	39.979034338	116.338919296	45.478282
57674	35213049	-2.064726	1.316499	9.479884	0.016406	-0.004800	0.021496	39.979034339	116.338919299	45.478342
57675	35213074	-2.112874	1.329046	9.439981	0.013515	0.000629	0.020716	39.979034339	116.338919302	45.466857
57676	35213099	-2.129613	1.255971	9.482299	0.026572	0.000606	0.020437	39.979034340	116.338919306	45.466906
57677	35213124	-2.195905	1.306544	9.572890	0.023931	-0.006437	0.023057	39.979034341	116.338919309	45.466955
57678	35213149	-2.196073	1.229420	9.588586	0.025932	-0.011797	0.024457	39.979034341	116.338919312	45.467005
57679	35213174	-2.173740	1.299864	9.517000	0.025746	-0.016962	0.029793	39.979034342	116.338919315	45.467056
57680	35213199	-2.159832	1.364623	9.506582	0.021456	-0.013088	0.046319	39.979034343	116.338919318	45.467106
57681	35213224	-2.111772	1.335458	9.562395	0.023693	-0.014286	0.038563	39.979034343	116.338919321	45.467157
57682	35213249	-2.133422	1.443213	9.448331	0.017864	-0.014268	0.039269	39.979034344	116.338919324	45.467209
57683	35213274	-2.121071	1.300394	9.386662	0.035796	-0.007379	0.032315	39.979034344	116.338919327	45.468908
57684	35213299	-2.183369	1.361637	9.557120	0.034229	-0.009607	0.035502	39.979034345	116.338919331	45.468960
57685	35213324	-2.332466	1.362666	9.658123	0.034930	-0.024886	0.034004	39.979034346	116.338919334	45.469014
57686	35213349	-2.260523	1.378243	9.543816	0.037284	-0.028141	0.044507	39.979034346	116.338919337	45.469068
57687	35213374	-2.141808	1.394967	9.474775	0.032188	-0.028764	0.048111	39.979034347	116.338919340	45.469122
57688	35213399	-2.166456	1.367752	9.398845	0.034659	-0.029670	0.047252	39.979034347	116.338919343	45.469177
57689	35213424	-2.107558	1.225763	9.463593	0.044149	-0.035721	0.041312	39.979034348	116.338919346	45.469231
57690	35213449	-2.010952	1.197052	9.398380	0.056590	-0.037363	0.034265	39.979034349	116.338919349	45.469285
57691	35213474	-2.177342	1.517618	9.421952	0.045490	-0.040962	0.046219	39.979034349	116.338919353	45.476342
57692	35213499	-2.274843	1.424062	9.802022	0.033984	-0.047332	0.054723	39.979034350	116.338919356	45.476403
57693	35213524	-2.312987	1.508510	9.666605	0.042836	-0.061223	0.041503	39.979034350	116.338919359	45.476467
57694	35213549	-2.012030	1.469518	9.421879	0.044845	-0.058839	0.039524	39.979034351	116.338919362	45.476531
57695	35213574	-2.020380	1.370504	9.392286	0.048737	-0.049937	0.038731	39.979034351	116.338919365	45.476589
57696	35213599	-2.077253	1.358886	9.551841	0.051270	-0.049450	0.037868	39.979034352	116.338919368	45.476652
57698	35213624	-2.141942	1.415347	9.548008	0.045280	-0.052005	0.036064	39.979034353	116.338919371	45.476716
57700	35213649	-2.238139	1.645060	9.588625	0.042270	-0.057308	0.064585	39.979034353	116.338919375	45.476781
57701	35213674	-2.451704	0.553075	10.043784	-0.057343	-0.110094	0.132889	39.979034948	116.338919622	45.497230
57702	35213699	-1.548406	1.964567	8.843748	0.052652	-0.084226	0.061592	39.979034949	116.338919625	45.497340
57703	35213724	-1.781924	1.333045	9.392344	0.056051	-0.073493	0.025333	39.979034950	116.338919629	45.497449
57704	35213749	-2.291995	1.780549	9.108773	0.060110	-0.082958	0.001509	39.979034951	116.338919632	45.497556
57705	35213774	-1.950475	1.475512	9.614843	0.082970	-0.052804	0.003815	39.979034952	116.338919636	45.497669
57706	35213799	-1.977591	1.214559	9.860030	0.048921	-0.074810	0.021815	39.979034953	116.338919639	45.497777
57707	35213824	-2.031272	1.243021	9.266798	0.060198	-0.066547	0.021958	39.979034954	116.338919642	45.497885
57708	35213849	-1.880327	1.066206	9.411313	0.055525	-0.052455	0.035717	39.979034954	116.338919646	45.497992
57709	35213874	-1.801819	1.235105	9.527636	0.054388	-0.035001	0.046365	39.979034955	116.338919649	45.496041
