PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	VelInc_X	VelInc_Y	VelInc_Z
09208	14739201	-2.710068	0.050433	9.528335	-0.022955	-0.009044	-0.003235	-0.006775	0.000127	0.023821
09209	14739226	-2.677017	0.017439	9.520260	-0.021994	-0.011556	0.001346	-0.006693	0.000044	0.023801
09210	14739251	-2.660466	0.033966	9.518995	-0.021817	-0.012970	0.003664	-0.006652	0.000086	0.023797
09211	14739276	-2.663098	0.034121	9.481753	-0.023915	-0.016251	0.003776	-0.006658	0.000086	0.023704
09212	14739301	-2.647945	0.027261	9.463096	-0.014482	-0.008807	0.004281	-0.006620	0.000069	0.023658
09213	14739326	-2.609135	0.089344	9.434059	-0.014006	-0.011460	0.003915	-0.006523	0.000224	0.023585
09214	14739351	-2.616098	0.086507	9.451338	-0.014329	-0.012913	-0.000218	-0.006541	0.000217	0.023628
09215	14739376	-2.607785	0.116810	9.446125	-0.013103	-0.011703	0.004548	-0.006520	0.000292	0.023615
09216	14739401	-2.621557	0.114095	9.434132	-0.013638	-0.013457	0.005420	-0.006554	0.000286	0.023585
09217	14739426	-2.631190	0.103081	9.439414	-0.016578	-0.009851	0.001639	-0.006578	0.000258	0.023598
09218	14739451	-2.614582	0.126527	9.419542	-0.017972	-0.011599	-0.001374	-0.006537	0.000317	0.023549
09219	14739476	-2.605013	0.107235	9.439442	-0.015876	-0.013310	0.002648	-0.006513	0.000269	0.023598
09220	14739501	-2.605003	0.111338	9.436787	-0.018802	-0.014180	-0.000627	-0.006513	0.000279	0.023592
09221	14739526	-2.631236	0.092050	9.439367	-0.017738	-0.015576	0.002699	-0.006579	0.000231	0.023598
09222	14739551	-2.625801	0.063096	9.459232	-0.016490	-0.015536	-0.006489	-0.006565	0.000158	0.023648
09223	14739576	-2.621482	0.134762	9.427538	-0.019038	-0.014265	0.001687	-0.006554	0.000337	0.023569
09224	14739601	-2.642290	0.101624	9.455370	-0.025789	-0.011230	0.001566	-0.006606	0.000255	0.023638
09225	14739626	-2.685204	0.040909	9.503048	-0.021271	-0.017330	-0.000271	-0.006714	0.000103	0.023757
09226	14739651	-2.667324	0.029841	9.512338	-0.019583	-0.022189	-0.004509	-0.006669	0.000075	0.023781
09227	14739676	-2.652179	0.040860	9.515035	-0.024402	-0.021113	0.003275	-0.006631	0.000103	0.023787
09228	14739701	-2.629940	0.050695	9.456536	-0.025469	-0.020292	-0.000551	-0.006575	0.000127	0.023641
09229	14739726	-2.623002	0.068635	9.441968	-0.027761	-0.021830	0.001749	-0.006558	0.000172	0.023605
09230	14739751	-2.618829	0.079660	9.438019	-0.024547	-0.020874	0.002462	-0.006548	0.000200	0.023595
09233	14739776	-2.633996	0.083760	9.451333	-0.023277	-0.025515	0.008421	-0.006586	0.000210	0.023628
09234	14739801	-2.625747	0.090687	9.446022	-0.028019	-0.027065	0.005817	-0.006565	0.000227	0.023615
09235	14739826	-2.649174	0.100273	9.455355	-0.030339	-0.026368	0.002171	-0.006624	0.000252	0.023638
09236	14739851	-2.642254	0.125030	9.454115	-0.026861	-0.026381	0.001571	-0.006606	0.000313	0.023635
09237	14739876	-2.682115	0.170535	9.438270	-0.031459	-0.028199	0.000595	-0.006706	0.000427	0.023595
09238	14739901	-2.681999	0.264066	9.453216	-0.034341	-0.031272	0.005206	-0.006706	0.000661	0.023633
09239	14739926	-2.701531	0.201990	9.498233	-0.032274	-0.031190	0.002719	-0.006755	0.000506	0.023745
09240	14739951	-2.707186	0.155047	9.535339	-0.022300	-0.032873	-0.003208	-0.006769	0.000388	0.023838
09241	14739976	-2.670206	0.018686	9.548219	-0.019337	-0.030863	-0.007689	-0.006676	0.000047	0.023870
09242	14740001	-2.645585	-0.149161	9.530381	-0.029552	-0.029780	-0.000076	-0.006615	-0.000372	0.023826
09243	14740026	-2.622165	-0.195806	9.494313	-0.021012	-0.029613	0.007313	-0.006556	-0.000489	0.023736
09244	14740051	-2.652291	-0.133781	9.471897	-0.011122	-0.025021	0.011390	-0.006631	-0.000334	0.023680
09245	14740076	-2.645337	-0.041644	9.496144	-0.000775	-0.028241	0.015798	-0.006614	-0.000104	0.023740
09246	14740101	-2.648009	0.050510	9.505757	-0.007069	-0.029421	0.016557	-0.006621	0.000126	0.023764
09247	14740126	-2.632740	0.115153	9.520633	-0.001004	-0.031142	0.011796	-0.006583	0.000288	0.023801
09248	14740151	-2.616113	0.146927	9.488801	-0.006722	-0.033529	0.011998	-0.006541	0.000367	0.023722
09249	14740176	-2.576059	0.111332	9.434156	-0.011761	-0.032221	0.010645	-0.006441	0.000279	0.023585
09250	14740201	-2.552621	0.066058	9.398083	-0.016324	-0.028951	0.009231	-0.006382	0.000166	0.023495
09251	14740226	-2.562372	0.015049	9.419203	-0.012305	-0.031517	0.015022	-0.006407	0.000038	0.023548
09252	14740251	-2.563755	0.010890	9.423186	-0.003117	-0.028497	0.015278	-0.006410	0.000027	0.023558
09253	14740276	-2.539058	-0.013953	9.444404	-0.005990	-0.028211	0.013006	-0.006348	-0.000035	0.023611
09254	14740301	-2.569354	0.039626	9.463185	-0.000964	-0.022101	0.012971	-0.006424	0.000099	0.023658
09255	14740326	-2.568028	0.050542	9.492495	-0.006956	-0.022772	0.013679	-0.006421	0.000126	0.023731
09256	14740351	-2.576073	0.101666	9.440777	-0.000155	-0.021407	0.013041	-0.006441	0.000254	0.023602
09257	14740376	-2.584286	0.136128	9.430231	-0.007050	-0.023945	0.015432	-0.006461	0.000340	0.023575
09258	14740401	-2.617339	0.111442	9.412840	-0.006747	-0.024363	0.013116	-0.006544	0.000279	0.023532
09259	14740426	-2.629845	0.092066	9.440710	-0.004479	-0.020207	0.012757	-0.006575	0.000230	0.023602
09260	14740451	-2.631338	0.082258	9.479256	-0.009000	-0.025427	0.013538	-0.006579	0.000206	0.023698
09261	14740476	-2.605099	0.107057	9.472702	-0.008619	-0.026530	0.011541	-0.006514	0.000268	0.023682
09262	14740501	-2.605036	0.145598	9.471504	-0.013466	-0.026156	0.014757	-0.006513	0.000364	0.023679
09263	14740526	-2.580166	0.149861	9.440923	-0.014342	-0.027041	0.014563	-0.006451	0.000375	0.023602
09264	14740551	-2.574663	0.099003	9.422141	-0.018203	-0.023247	0.014716	-0.006437	0.000248	0.023555
09265	14740576	-2.566366	0.093570	9.406156	-0.015859	-0.023760	0.014360	-0.006417	0.000234	0.023515
09266	14740601	-2.549761	0.105970	9.392910	-0.011747	-0.021732	0.011265	-0.006375	0.000265	0.023482
09267	14740626	-2.516605	0.130833	9.365047	-0.018008	-0.024134	0.014347	-0.006292	0.000327	0.023412
09268	14740651	-2.473842	0.137724	9.365106	-0.028253	-0.017700	0.013012	-0.006185	0.000345	0.023413
09269	14740676	-2.472413	0.137808	9.339834	-0.029032	-0.021785	0.010069	-0.006182	0.000345	0.023349
09270	14740701	-2.464192	0.096509	9.341028	-0.032976	-0.016861	0.010033	-0.006161	0.000242	0.023352
09271	14740726	-2.412787	0.249612	9.257736	-0.036792	-0.010748	0.012757	-0.006032	0.000625	0.023144
09272	14740751	-2.319099	0.158894	9.224237	-0.047401	-0.007471	0.007418	-0.005798	0.000399	0.023061
09273	14740776	-2.392109	0.154891	9.202875	-0.049528	-0.007021	0.004016	-0.005980	0.000389	0.023007
09274	14740801	-2.355014	0.109324	9.229378	-0.040889	0.004545	0.001509	-0.005887	0.000274	0.023073
09275	14740826	-2.395131	0.113248	9.287906	-0.053573	0.006314	0.000469	-0.005988	0.000285	0.023220
09276	14740851	-2.419966	0.172228	9.342646	-0.052828	0.009789	0.004977	-0.006050	0.000432	0.023357
09277	14740876	-2.373033	0.234159	9.336211	-0.053097	0.014675	-0.001347	-0.005932	0.000587	0.023341
09278	14740901	-2.319146	0.239850	9.284365	-0.064005	0.023068	-0.002688	-0.005797	0.000602	0.023211
09279	14740926	-2.453011	0.135220	9.302576	-0.076270	0.034732	-0.007930	-0.006132	0.000340	0.023257
09280	14740951	-2.679250	0.093734	9.358199	-0.069934	0.035891	-0.005080	-0.006697	0.000236	0.023396
09281	14740976	-2.661484	0.077058	9.404711	-0.076684	0.027765	-0.004624	-0.006653	0.000195	0.023512
09282	14741001	-2.523659	-0.020516	9.360576	-0.079040	0.025876	-0.009075	-0.006308	-0.000049	0.023402
09283	14741026	-2.504157	0.069181	9.311632	-0.069267	0.025414	-0.013629	-0.006260	0.000175	0.023279
09284	14741051	-2.496096	0.059147	9.398102	-0.061119	0.032145	-0.002497	-0.006239	0.000150	0.023495
09285	14741076	-2.639862	-0.015631	9.524175	-0.064652	0.027709	-0.011472	-0.006599	-0.000037	0.023811
09286	14741101	-2.586244	-0.069460	9.554640	-0.065397	0.030346	-0.004411	-0.006465	-0.000172	0.023887
09287	14741126	-2.552787	-0.107279	9.366911	-0.076897	0.032383	-0.004311	-0.006381	-0.000266	0.023418
09288	14741151	-2.460510	-0.191152	9.356053	-0.064227	0.035286	-0.003710	-0.006150	-0.000476	0.023390
09289	14741176	-2.518227	-0.136016	9.318937	-0.054336	0.034453	0.004563	-0.006295	-0.000338	0.023298
09290	14741201	-2.599635	0.008099	9.441780	-0.052004	0.033489	-0.000362	-0.006498	0.000022	0.023605
09291	14741226	-2.656271	0.086194	9.531152	-0.053082	0.028753	0.003758	-0.006640	0.000217	0.023828
09292	14741251	-2.623239	0.083391	9.551110	-0.056706	0.030167	-0.003152	-0.006557	0.000210	0.023878
09293	14741276	-2.539152	0.016102	9.499045	-0.061721	0.031662	-0.001189	-0.006347	0.000042	0.023748
09294	14741301	-2.497643	-0.019328	9.413811	-0.061616	0.036921	0.000001	-0.006243	-0.000047	0.023535
09295	14741326	-2.530637	-0.022012	9.392494	-0.057514	0.037295	0.000532	-0.006325	-0.000053	0.023482
09296	14741351	-2.611887	0.022120	9.377954	-0.053027	0.036030	-0.002816	-0.006529	0.000057	0.023445
09297	14741376	-2.593002	-0.034850	9.516157	-0.044937	0.033894	-0.002125	-0.006481	-0.000086	0.023791
09298	14741401	-2.536585	-0.095473	9.523972	-0.037192	0.033753	-0.006439	-0.006340	-0.000238	0.023810
09299	14741426	-2.503311	-0.085532	9.440196	-0.040664	0.032875	-0.006466	-0.006257	-0.000213	0.023601
09300	14741451	-2.666119	-0.039026	9.533394	-0.041105	0.045769	0.003150	-0.006664	-0.000096	0.023834
09301	14741476	-2.888248	-0.016046	9.659753	-0.044768	0.041775	0.002551	-0.007219	-0.000039	0.024150
09302	14741501	-2.891052	0.014132	9.678476	-0.036550	0.023641	0.002003	-0.007227	0.000036	0.024196
09303	14741526	-2.722629	-0.000613	9.562767	-0.042263	0.019144	-0.000283	-0.006806	-0.000000	0.023907
09304	14741551	-2.635627	-0.008595	9.496269	-0.042257	0.026032	0.000405	-0.006588	-0.000020	0.023741
09305	14741576	-2.661794	-0.020928	9.470927	-0.037013	0.023133	0.000760	-0.006654	-0.000051	0.023678
09306	14741601	-2.679774	-0.001816	9.516222	-0.039375	0.021239	0.008690	-0.006699	-0.000003	0.023791
09307	14741626	-2.671474	-0.003083	9.497589	-0.035343	0.019567	0.011101	-0.006678	-0.000007	0.023744
09308	14741651	-2.631443	0.016164	9.483035	-0.028370	0.016072	0.005968	-0.006578	0.000041	0.023708
09309	14741676	-2.584499	0.013540	9.455112	-0.035894	0.015663	-0.000350	-0.006461	0.000035	0.023638
09310	14741701	-2.594237	0.016218	9.479053	-0.034645	0.019991	-0.002217	-0.006485	0.000042	0.023698
09311	14741726	-2.630093	-0.003133	9.490966	-0.033672	0.018263	0.004423	-0.006575	-0.000007	0.023728
09312	14741751	-2.661874	-0.003158	9.516228	-0.035168	0.014187	0.006101	-0.006654	-0.000007	0.023791
09313	14741776	-2.607949	0.014893	9.459092	-0.037706	0.016282	0.002515	-0.006519	0.000038	0.023648
09314	14741801	-2.592567	0.061965	9.390063	-0.035794	0.013500	0.006351	-0.006481	0.000156	0.023475
09315	14741826	-2.570522	0.053676	9.396710	-0.037853	0.018793	0.005518	-0.006426	0.000135	0.023492
09316	14741851	-2.600918	0.037105	9.413933	-0.037339	0.015548	-0.000046	-0.006502	0.000094	0.023535
09317	14741876	-2.605068	0.052162	9.431277	-0.037275	0.017695	0.003833	-0.006512	0.000131	0.023578
09318	14741901	-2.516868	0.082397	9.447396	-0.036110	0.014301	0.000907	-0.006292	0.000207	0.023619
09319	14741926	-2.640854	0.068772	9.414009	-0.043973	0.025176	-0.002235	-0.006601	0.000173	0.023535
09320	14741951	-2.601421	-0.118860	9.529182	-0.039482	0.012106	-0.006381	-0.006503	-0.000296	0.023823
09321	14741976	-2.619137	-0.092442	9.458731	-0.035942	0.017324	-0.003356	-0.006547	-0.000230	0.023647
09322	14742001	-2.598434	-0.055331	9.465520	-0.032336	0.018103	-0.001638	-0.006496	-0.000137	0.023664
09323	14742026	-2.598295	0.008042	9.452432	-0.037843	0.016901	0.009710	-0.006495	0.000021	0.023631
09324	14742051	-2.591324	0.048043	9.436589	-0.044963	0.017701	0.007775	-0.006478	0.000121	0.023592
09325	14742076	-2.627186	0.056216	9.456553	-0.041376	0.022040	-0.000711	-0.006567	0.000142	0.023642
09326	14742101	-2.599667	0.045166	9.463192	-0.038178	0.017010	0.000823	-0.006499	0.000114	0.023658
09327	14742126	-2.544530	-0.024938	9.437717	-0.037690	0.014305	0.001206	-0.006361	-0.000061	0.023594
09328	14742151	-2.500435	-0.056495	9.407031	-0.045200	0.019981	-0.000232	-0.006251	-0.000140	0.023518
09329	14742176	-2.523675	-0.013640	9.359257	-0.046332	0.024696	0.002882	-0.006308	-0.000033	0.023398
09330	14742201	-2.552727	0.031537	9.428574	-0.036852	0.028045	-0.000174	-0.006381	0.000080	0.023572
09332	14742226	-2.522622	-0.058109	9.465559	-0.034297	0.027134	-0.005662	-0.006306	-0.000144	0.023664
09334	14742251	-2.584473	-0.013810	9.408439	-0.033991	0.032721	-0.003412	-0.006460	-0.000033	0.023521
09335	14742276	-2.746069	-0.019806	9.549378	-0.036828	0.038387	-0.000192	-0.006864	-0.000048	0.023874
09336	14742301	-2.776457	0.033600	9.617394	-0.035138	0.026396	-0.003551	-0.006940	0.000085	0.024044
09337	14742326	-2.711408	0.039507	9.507017	-0.043300	0.023948	-0.007802	-0.006778	0.000100	0.023768
09338	14742351	-2.659096	-0.037474	9.480180	-0.045279	0.022282	-0.005622	-0.006647	-0.000092	0.023701
09339	14742376	-2.652176	-0.048397	9.458861	-0.040404	0.023329	-0.002833	-0.006630	-0.000120	0.023647
09340	14742401	-2.636881	-0.029008	9.426999	-0.032322	0.021327	-0.001390	-0.006592	-0.000072	0.023568
09341	14742426	-2.627303	-0.029138	9.457611	-0.035226	0.016305	0.004350	-0.006568	-0.000072	0.023644
09342	14742451	-2.606520	-0.004233	9.425767	-0.034373	0.015919	-0.000398	-0.006516	-0.000010	0.023565
09343	14742476	-2.595504	-0.024879	9.412409	-0.030991	0.015859	-0.003439	-0.006488	-0.000061	0.023531
09344	14742501	-2.612150	-0.019501	9.460309	-0.035068	0.020695	-0.005603	-0.006530	-0.000048	0.023651
09345	14742526	-2.599668	-0.019398	9.424388	-0.031306	0.020167	-0.002755	-0.006499	-0.000048	0.023561
09346	14742551	-2.572067	-0.026212	9.409744	-0.037964	0.019890	-0.004932	-0.006430	-0.000064	0.023525
09347	14742576	-2.614737	-0.021984	9.388454	-0.036493	0.022924	-0.004363	-0.006536	-0.000054	0.023471
09348	14742601	-2.654879	-0.019507	9.464284	-0.030471	0.019003	-0.004190	-0.006637	-0.000048	0.023661
09349	14742626	-2.688054	-0.019635	9.498849	-0.032216	0.016902	-0.005454	-0.006720	-0.000048	0.023747
09350	14742651	-2.646691	-0.026506	9.490867	-0.035590	0.017129	-0.007419	-0.006616	-0.000065	0.023727
09351	14742676	-2.606709	-0.045730	9.477525	-0.041731	0.012244	-0.009651	-0.006516	-0.000113	0.023694
09352	14742701	-2.606478	-0.004168	9.405808	-0.041714	0.014964	-0.009277	-0.006516	-0.000009	0.023515
09353	14742726	-2.665922	-0.036001	9.458898	-0.040260	0.014348	-0.003827	-0.006664	-0.000089	0.023647
09354	14742751	-2.695096	-0.103660	9.511876	-0.036363	0.012664	-0.010237	-0.006737	-0.000258	0.023780
09355	14742776	-2.627363	-0.052558	9.462849	-0.033872	0.007302	-0.010212	-0.006568	-0.000130	0.023657
09356	14742801	-2.563875	-0.071649	9.414923	-0.041071	0.008062	-0.006825	-0.006409	-0.000178	0.023537
09357	14742826	-2.533431	-0.046797	9.391089	-0.038050	0.008231	-0.007989	-0.006333	-0.000116	0.023478
09358	14742851	-2.496150	-0.056294	9.353816	-0.039184	0.016607	-0.005187	-0.006240	-0.000140	0.023385
09359	14742876	-2.538793	-0.053433	9.323200	-0.036941	0.015287	-0.004484	-0.006347	-0.000132	0.023308
09360	14742901	-2.685171	-0.057886	9.425544	-0.033805	0.020756	-0.005157	-0.006712	-0.000144	0.023564
09361	14742926	-2.712957	-0.029444	9.546714	-0.033382	0.012338	-0.010717	-0.006782	-0.000073	0.023867
09362	14742951	-2.639766	-0.008642	9.490934	-0.038351	0.009678	-0.011814	-0.006599	-0.000020	0.023727
09363	14742976	-2.598412	-0.011316	9.477645	-0.047536	0.012667	-0.007319	-0.006496	-0.000027	0.023694
09364	14743001	-2.541542	0.042734	9.372733	-0.043328	0.012688	-0.009848	-0.006353	0.000108	0.023432
09365	14743026	-2.598125	-0.031508	9.356495	-0.047542	0.015356	-0.008950	-0.006495	-0.000077	0.023391
09366	14743051	-2.671119	-0.012191	9.351196	-0.037819	0.013466	-0.007498	-0.006677	-0.000029	0.023378
09367	14743076	-2.630288	-0.154447	9.471834	-0.032976	0.014311	-0.009774	-0.006575	-0.000385	0.023680
09368	14743101	-2.606622	-0.057963	9.437571	-0.032127	0.005424	-0.009194	-0.006516	-0.000144	0.023594
09369	14743126	-2.551504	-0.066253	9.432250	-0.043598	0.015907	-0.005849	-0.006378	-0.000164	0.023581
09370	14743151	-2.609430	-0.088305	9.449455	-0.045413	0.017582	-0.007620	-0.006523	-0.000219	0.023624
09371	14743176	-2.609505	-0.104818	9.449382	-0.042064	0.019848	-0.003843	-0.006523	-0.000261	0.023624
09372	14743201	-2.599665	-0.082620	9.400239	-0.036436	0.014493	-0.006546	-0.006499	-0.000205	0.023501
09373	14743226	-2.605174	-0.108660	9.376193	-0.042096	0.012615	-0.006151	-0.006513	-0.000270	0.023441
09374	14743251	-2.631456	-0.079884	9.422838	-0.033507	0.010210	-0.005707	-0.006578	-0.000199	0.023557
09375	14743276	-2.645193	-0.062007	9.416238	-0.028972	0.014603	-0.006865	-0.006613	-0.000154	0.023541
09376	14743301	-2.636990	-0.052514	9.452204	-0.034334	0.012425	-0.009595	-0.006592	-0.000130	0.023631
09377	14743326	-2.594286	-0.106105	9.428091	-0.028756	0.016828	-0.013931	-0.006485	-0.000264	0.023570
09378	14743351	-2.620135	0.034486	9.381983	-0.031835	0.021170	-0.003013	-0.006550	0.000087	0.023455
09379	14743376	-2.618016	-0.193118	9.510299	-0.030683	0.015308	-0.006689	-0.006545	-0.000482	0.023776
09380	14743401	-2.639871	-0.103523	9.469333	-0.028335	0.016178	-0.010991	-0.006599	-0.000258	0.023673
09381	14743426	-2.519658	-0.108618	9.348293	-0.034635	0.018610	-0.002089	-0.006299	-0.000271	0.023371
09382	14743451	-2.504148	-0.050396	9.252706	-0.048302	0.022882	-0.000510	-0.006260	-0.000125	0.023132
09383	14743476	-2.465386	-0.128426	9.130060	-0.050777	0.024587	0.003663	-0.006163	-0.000320	0.022825
09384	14743501	-2.419747	-0.122714	9.079549	-0.044918	0.026305	0.004835	-0.006049	-0.000306	0.022699
09385	14743526	-2.422555	-0.118662	9.099513	-0.045732	0.029452	0.004266	-0.006056	-0.000295	0.022749
09386	14743551	-2.457265	-0.099814	9.208665	-0.044547	0.031874	0.005710	-0.006142	-0.000248	0.023022
09387	14743576	-2.436785	-0.074043	9.305883	-0.051221	0.031559	0.001216	-0.006091	-0.000184	0.023265
09388	14743601	-2.360969	-0.056199	9.308653	-0.062090	0.033219	0.005138	-0.005901	-0.000139	0.023272
09389	14743626	-2.277984	-0.051633	9.191627	-0.077084	0.048372	0.000194	-0.005694	-0.000127	0.022979
09390	14743651	-2.385166	0.054680	9.120062	-0.087249	0.060894	0.005165	-0.005961	0.000139	0.022801
09391	14743676	-2.511008	-0.068182	9.226040	-0.085716	0.064768	-0.000466	-0.006276	-0.000168	0.023066
09392	14743701	-2.582647	0.055472	9.278277	-0.086243	0.067449	-0.006668	-0.006455	0.000141	0.023196
