PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Latitude	Longitude	Altitude
18370	21399499	9.113343	-1.455157	3.164382	-0.062086	-0.068979	0.034361	-29.623397	-71.283225	-59.917476	39.979033987	116.338898656	49.271075
18371	21399524	9.094108	-1.405638	3.171184	-0.058341	-0.072592	0.034706	-29.659531	-71.290614	-59.888204	39.979033991	116.338898664	49.270873
18372	21399549	9.131296	-1.405674	3.172545	-0.063987	-0.074364	0.038311	-29.698196	-71.297962	-59.857116	39.979033995	116.338898672	49.270671
18373	21399574	9.114760	-1.379564	3.188581	-0.066860	-0.074072	0.036463	-29.736559	-71.305399	-59.826781	39.979033999	116.338898681	49.270469
18374	21399599	9.118921	-1.390556	3.175217	-0.063770	-0.082318	0.040329	-29.777661	-71.313579	-59.793090	39.979034003	116.338898689	49.270267
18375	21399624	9.101088	-1.345094	3.171401	-0.071691	-0.090641	0.046432	-29.823928	-71.322351	-59.755146	39.979034007	116.338898697	49.270064
18376	21399649	9.110845	-1.301004	3.151610	-0.069472	-0.091426	0.045192	-29.869626	-71.331299	-59.717468	39.979034012	116.338898706	49.269860
18377	21399674	9.125889	-1.335491	3.175428	-0.070941	-0.091787	0.050148	-29.917471	-71.339929	-59.677746	39.979034016	116.338898714	49.274602
18378	21399699	9.131403	-1.343749	3.171414	-0.080226	-0.094712	0.048755	-29.966795	-71.349010	-59.637872	39.979034020	116.338898722	49.274403
18379	21399724	9.157715	-1.296873	3.143647	-0.085597	-0.103249	0.049351	-30.018964	-71.359096	-59.595809	39.979034024	116.338898731	49.274204
18380	21399749	9.154998	-1.270709	3.138443	-0.087330	-0.101788	0.049524	-30.071185	-71.368977	-59.553956	39.979034029	116.338898739	49.274004
18381	21399774	9.200512	-1.261050	3.131835	-0.085163	-0.111279	0.054517	-30.127005	-71.379662	-59.507980	39.979034033	116.338898747	49.273804
18382	21399799	9.218440	-1.258265	3.130528	-0.091784	-0.115529	0.057736	-30.185923	-71.390627	-59.459737	39.979034037	116.338898756	49.273604
18383	21399824	9.224040	-1.244418	3.098663	-0.089653	-0.110786	0.057119	-30.243356	-71.401035	-59.412744	39.979034042	116.338898764	49.273404
18384	21399849	9.225370	-1.266428	3.109222	-0.090891	-0.114210	0.061074	-30.303213	-71.411564	-59.363382	39.979034046	116.338898773	49.273204
18385	21399874	9.268101	-1.273316	3.099910	-0.090288	-0.115378	0.055173	-30.361127	-71.422649	-59.315984	39.979034050	116.338898781	49.271953
18386	21399899	9.266666	-1.273364	3.117217	-0.088693	-0.118905	0.056635	-30.420174	-71.434049	-59.267151	39.979034055	116.338898790	49.271752
18387	21399924	9.250163	-1.254075	3.119900	-0.087930	-0.123952	0.054257	-30.479394	-71.446228	-59.218024	39.979034059	116.338898798	49.271552
18388	21399949	9.255626	-1.259683	3.131885	-0.087981	-0.124516	0.054570	-30.538929	-71.458437	-59.168576	39.979034064	116.338898807	49.271351
18389	21399974	9.266788	-1.218281	3.106746	-0.084870	-0.126031	0.059311	-30.600163	-71.470472	-59.116869	39.979034068	116.338898815	49.271151
18390	21399999	9.276314	-1.248648	3.131929	-0.081480	-0.127551	0.059526	-30.661395	-71.482661	-59.064657	39.979034073	116.338898824	49.270951
18391	21400024	9.274847	-1.276277	3.155755	-0.081988	-0.129724	0.062479	-30.724334	-71.494883	-59.010724	39.979034077	116.338898833	49.270752
18392	21400049	9.268024	-1.226714	3.151951	-0.079450	-0.135301	0.058606	-30.786784	-71.508057	-58.956928	39.979034082	116.338898841	49.270553
18393	21400074	9.295685	-1.208698	3.122768	-0.076330	-0.134467	0.055300	-30.847469	-71.521353	-58.904526	39.979034086	116.338898850	49.269375
18394	21400099	9.306853	-1.148092	3.103019	-0.065261	-0.134818	0.058091	-30.907753	-71.534469	-58.850879	39.979034091	116.338898859	49.269175
18395	21400124	9.308273	-1.170012	3.076351	-0.056711	-0.135763	0.055270	-30.966062	-71.547891	-58.798027	39.979034096	116.338898867	49.268976
18396	21400149	9.282218	-1.138210	3.037884	-0.050902	-0.131290	0.054243	-31.022251	-71.560823	-58.746537	39.979034100	116.338898876	49.268777
18397	21400174	9.285132	-1.117385	2.988749	-0.047472	-0.122216	0.050993	-31.074812	-71.572866	-58.698357	39.979034105	116.338898885	49.268578
18398	21400199	9.292055	-1.124205	2.970078	-0.044206	-0.117101	0.050135	-31.125518	-71.584331	-58.651643	39.979034110	116.338898894	49.268379
18399	21400224	9.263187	-1.141913	2.926167	-0.044367	-0.105026	0.048362	-31.172962	-71.594435	-58.608392	39.979034114	116.338898903	49.268180
18400	21400249	9.271586	-1.132103	2.886287	-0.036554	-0.098629	0.040755	-31.215107	-71.604309	-58.569551	39.979034119	116.338898912	49.267980
18401	21400274	9.248221	-1.114160	2.869061	-0.038157	-0.085336	0.035639	-31.252668	-71.612927	-58.535783	39.979034124	116.338898920	49.269253
18402	21400299	9.241408	-1.053614	2.875883	-0.040910	-0.068521	0.028564	-31.284285	-71.620005	-58.508696	39.979034129	116.338898929	49.269054
18403	21400324	9.260608	-1.096359	2.883741	-0.042295	-0.060172	0.031376	-31.315289	-71.625847	-58.482467	39.979034134	116.338898938	49.268855
18404	21400349	9.241208	-1.128070	2.912869	-0.049213	-0.050597	0.027165	-31.343601	-71.630827	-58.460118	39.979034138	116.338898948	49.268656
18405	21400374	9.226061	-1.123942	2.910207	-0.060700	-0.042391	0.020218	-31.369170	-71.635318	-58.442393	39.979034143	116.338898957	49.268456
18406	21400399	9.186015	-1.136461	2.936750	-0.077330	-0.033545	0.021207	-31.395507	-71.638651	-58.426369	39.979034148	116.338898966	49.268256
18407	21400424	9.151428	-1.164119	2.976523	-0.089705	-0.031462	0.023809	-31.424115	-71.641532	-58.409822	39.979034153	116.338898975	49.268055
18408	21400449	9.152609	-1.212478	3.029553	-0.101516	-0.033638	0.017494	-31.452586	-71.645149	-58.395201	39.979034158	116.338898984	49.267853
18409	21400474	9.124911	-1.225035	3.076054	-0.118713	-0.033058	0.016853	-31.483161	-71.648740	-58.380957	39.979034163	116.338898993	49.271519
18410	21400499	9.112405	-1.222400	3.119952	-0.119589	-0.038870	0.013836	-31.514071	-71.653265	-58.366494	39.979034168	116.338899002	49.271320
18411	21400524	9.099781	-1.306530	3.160880	-0.120518	-0.045249	0.011255	-31.545617	-71.658759	-58.351502	39.979034172	116.338899012	49.271120
18412	21400549	9.074854	-1.334201	3.198004	-0.130013	-0.050259	0.010304	-31.579320	-71.664933	-58.335671	39.979034177	116.338899021	49.270920
18413	21400574	9.096713	-1.371540	3.252434	-0.133204	-0.061777	0.006959	-31.614875	-71.672761	-58.318371	39.979034183	116.338899030	49.270720
18414	21400599	9.070520	-1.348223	3.267121	-0.142610	-0.071390	0.007647	-31.654236	-71.681706	-58.298482	39.979034188	116.338899040	49.270518
18415	21400624	9.107677	-1.352443	3.284418	-0.150998	-0.081332	0.015317	-31.699912	-71.691281	-58.273208	39.979034193	116.338899049	49.270317
18416	21400649	9.124165	-1.381361	3.292283	-0.161555	-0.091358	0.021647	-31.751753	-71.701594	-58.243034	39.979034198	116.338899058	49.270115
18417	21400674	9.164159	-1.401912	3.264307	-0.167418	-0.106101	0.026642	-31.809687	-71.713316	-58.207330	39.979034203	116.338899068	49.270136
18418	21400699	9.181949	-1.457007	3.284094	-0.181457	-0.115854	0.033830	-31.874573	-71.725670	-58.166424	39.979034208	116.338899077	49.269934
18419	21400724	9.197154	-1.437730	3.274848	-0.185689	-0.127879	0.034499	-31.943143	-71.739420	-58.122281	39.979034214	116.338899086	49.269733
18420	21400749	9.235883	-1.410039	3.231080	-0.193723	-0.133994	0.039783	-32.016302	-71.753495	-58.074520	39.979034219	116.338899096	49.269532
18421	21400774	9.242765	-1.389436	3.244480	-0.193013	-0.141008	0.049160	-32.094527	-71.767690	-58.021322	39.979034224	116.338899105	49.269331
18422	21400799	9.245585	-1.365978	3.229927	-0.183859	-0.149316	0.057533	-32.176549	-71.782230	-57.962750	39.979034229	116.338899115	49.269131
18425	21400824	9.234718	-1.319068	3.195516	-0.178938	-0.152323	0.056256	-32.258206	-71.797207	-57.903826	39.979034235	116.338899124	49.268931
18426	21400849	9.278805	-1.314983	3.202186	-0.163482	-0.157888	0.057957	-32.339686	-71.812701	-57.842763	39.979034240	116.338899134	49.268731
18427	21400874	9.248481	-1.299872	3.212880	-0.150836	-0.156809	0.055477	-32.406477	-71.830049	-57.769107	39.979034344	116.338898250	49.268623
18428	21400899	9.287030	-1.287545	3.234196	-0.142366	-0.165604	0.056811	-32.486553	-71.846515	-57.706350	39.979034350	116.338898259	49.268445
18429	21400924	9.255442	-1.210528	3.237117	-0.136536	-0.166555	0.061379	-32.567829	-71.862716	-57.641457	39.979034355	116.338898268	49.268266
18430	21400949	9.272018	-1.151437	3.255930	-0.130306	-0.163126	0.062244	-32.647851	-71.878408	-57.576951	39.979034361	116.338898277	49.268088
18431	21400974	9.276198	-1.145854	3.241312	-0.123188	-0.167312	0.070724	-32.731092	-71.893920	-57.507990	39.979034366	116.338898286	49.267910
18432	21400999	9.310666	-1.144463	3.232052	-0.112017	-0.167879	0.063525	-32.810344	-71.910028	-57.441549	39.979034372	116.338898296	49.267733
18433	21401024	9.331432	-1.136054	3.198836	-0.117950	-0.163674	0.060333	-32.888396	-71.925850	-57.377270	39.979034378	116.338898305	49.267557
18434	21401049	9.360581	-1.083609	3.148477	-0.123055	-0.161625	0.061235	-32.967145	-71.941328	-57.313033	39.979034383	116.338898314	49.267380
18435	21401074	9.374363	-1.076729	3.149861	-0.131626	-0.154810	0.058585	-33.044635	-71.956167	-57.251419	39.979034389	116.338898324	49.265040
18436	21401099	9.384019	-1.069850	3.153858	-0.146259	-0.149243	0.056581	-33.122256	-71.970468	-57.191874	39.979034395	116.338898333	49.264863
18437	21401124	9.407471	-1.073924	3.137889	-0.143096	-0.149260	0.055915	-33.199290	-71.984799	-57.132476	39.979034401	116.338898343	49.264687
18438	21401149	9.388194	-1.060182	3.137944	-0.150634	-0.147714	0.052714	-33.275958	-71.999171	-57.074602	39.979034407	116.338898352	49.264511
18439	21401174	9.408815	-1.076736	3.147222	-0.156151	-0.140685	0.051783	-33.351475	-72.012751	-57.018774	39.979034412	116.338898362	49.264337
18440	21401199	9.404718	-1.069833	3.133929	-0.167698	-0.133066	0.051686	-33.426856	-72.025405	-56.964832	39.979034418	116.338898371	49.264163
18441	21401224	9.444774	-1.050445	3.107424	-0.173599	-0.129011	0.059180	-33.504946	-72.036961	-56.908936	39.979034424	116.338898381	49.263991
18442	21401249	9.440557	-1.116458	3.101903	-0.175564	-0.123748	0.055203	-33.580650	-72.048179	-56.855846	39.979034430	116.338898391	49.263819
18443	21401274	9.379941	-1.132920	3.089801	-0.168341	-0.116152	0.047456	-33.650683	-72.059085	-56.807632	39.979034436	116.338898400	49.265096
18444	21401299	9.360587	-1.150828	3.101734	-0.159174	-0.114638	0.039861	-33.716305	-72.070397	-56.762678	39.979034442	116.338898410	49.264928
18445	21401324	9.377158	-1.153542	3.088452	-0.161393	-0.110218	0.034435	-33.779228	-72.081598	-56.720898	39.979034448	116.338898420	49.264760
18446	21401349	9.342677	-1.159118	3.096369	-0.164691	-0.099741	0.039676	-33.842032	-72.091120	-56.679742	39.979034454	116.338898430	49.264592
18447	21401374	9.308184	-1.170137	3.106935	-0.172493	-0.094488	0.042500	-33.905749	-72.099778	-56.638803	39.979034460	116.338898440	49.264425
18448	21401399	9.297183	-1.178343	3.094923	-0.177857	-0.090873	0.038306	-33.967845	-72.108328	-56.600376	39.979034467	116.338898449	49.264258
18449	21401424	9.301264	-1.201719	3.096207	-0.171295	-0.086421	0.035776	-34.027012	-72.116540	-56.564042	39.979034473	116.338898459	49.264091
18450	21401449	9.309515	-1.186694	3.117517	-0.173837	-0.080994	0.038141	-34.086105	-72.123906	-56.528169	39.979034479	116.338898469	49.263925
18451	21401474	9.275034	-1.205933	3.116126	-0.177027	-0.079723	0.038177	-34.145392	-72.131107	-56.492577	39.979034485	116.338898479	49.259330
18452	21401499	9.266823	-1.188005	3.104210	-0.178781	-0.075860	0.033824	-34.202401	-72.138190	-56.459641	39.979034492	116.338898489	49.259159
18453	21401524	9.264092	-1.193455	3.097513	-0.175980	-0.070260	0.031516	-34.256795	-72.144785	-56.429033	39.979034498	116.338898500	49.258989
18454	21401549	9.250370	-1.159056	3.090964	-0.172254	-0.072925	0.031735	-34.311434	-72.151670	-56.397607	39.979034504	116.338898510	49.258819
18455	21401574	9.217194	-1.205893	3.102802	-0.174494	-0.065744	0.028819	-34.363552	-72.157931	-56.369169	39.979034511	116.338898520	49.258647
18456	21401599	9.185609	-1.174165	3.084235	-0.165242	-0.063139	0.026125	-34.412727	-72.164095	-56.342429	39.979034517	116.338898530	49.258477
18457	21401624	9.160731	-1.220955	3.088036	-0.165226	-0.062069	0.029831	-34.463018	-72.169826	-56.314518	39.979034523	116.338898540	49.258305
18458	21401649	9.157848	-1.251320	3.114555	-0.170480	-0.059207	0.021991	-34.510485	-72.175847	-56.290363	39.979034530	116.338898551	49.258133
18459	21401674	9.142636	-1.278874	3.121093	-0.174525	-0.053532	0.019881	-34.556348	-72.181363	-56.268503	39.979034537	116.338898561	49.256042
18460	21401699	9.093060	-1.249950	3.129161	-0.174148	-0.052091	0.014979	-34.600013	-72.187103	-56.248896	39.979034543	116.338898571	49.255867
18461	21401724	9.105431	-1.256881	3.131808	-0.174892	-0.059001	0.010832	-34.644034	-72.193990	-56.229027	39.979034550	116.338898582	49.255691
18462	21401749	9.104017	-1.272062	3.141046	-0.179929	-0.059645	0.013684	-34.690011	-72.200716	-56.207862	39.979034556	116.338898592	49.255514
18463	21401774	9.117869	-1.201922	3.155915	-0.176556	-0.063698	0.014217	-34.736756	-72.207871	-56.185384	39.979034563	116.338898602	49.255337
18464	21401799	9.128843	-1.243168	3.146492	-0.165614	-0.069021	0.015000	-34.783603	-72.215582	-56.161154	39.979034570	116.338898613	49.255158
18465	21401824	9.141259	-1.245894	3.138510	-0.161685	-0.070009	0.013024	-34.829445	-72.223566	-56.137389	39.979034577	116.338898623	49.254980
18466	21401849	9.126198	-1.226547	3.115932	-0.157003	-0.071082	0.009795	-34.873737	-72.231933	-56.114550	39.979034583	116.338898634	49.254800
18467	21401874	9.152563	-1.158982	3.074970	-0.156547	-0.073811	0.013508	-34.920056	-72.240312	-56.089516	39.979034590	116.338898645	49.251609
18468	21401899	9.211975	-1.095588	3.051258	-0.147717	-0.075570	0.018993	-34.967604	-72.248441	-56.061862	39.979034597	116.338898655	49.251425
18469	21401924	9.243740	-1.074873	3.034081	-0.131671	-0.071713	0.019556	-35.012103	-72.256064	-56.034997	39.979034604	116.338898666	49.251241
18470	21401949	9.267107	-1.117550	3.033938	-0.135054	-0.076675	0.022048	-35.059307	-72.264058	-56.005803	39.979034611	116.338898677	49.251056
18471	21401974	9.293404	-1.080310	3.006161	-0.132728	-0.076316	0.020683	-35.105619	-72.272115	-55.977197	39.979034618	116.338898687	49.250872
18472	21401999	9.296390	-1.025011	2.947820	-0.130542	-0.075328	0.019257	-35.150873	-72.280167	-55.949373	39.979034625	116.338898698	49.250687
18473	21402024	9.383326	-0.969972	2.934748	-0.141765	-0.071244	0.019860	-35.196934	-72.287684	-55.922392	39.979034632	116.338898709	49.250502
18474	21402049	9.371002	-0.961627	2.908139	-0.145803	-0.070137	0.017439	-35.242430	-72.295265	-55.896612	39.979034639	116.338898720	49.250318
18475	21402074	9.328509	-0.911788	2.839160	-0.148912	-0.067712	0.022437	-35.289604	-72.302142	-55.869538	39.979034646	116.338898731	49.251981
18476	21402099	9.294255	-0.840094	2.800832	-0.163037	-0.055724	0.025955	-35.337006	-72.307321	-55.844350	39.979034653	116.338898742	49.251798
18477	21402124	9.371400	-0.862099	2.796808	-0.169568	-0.044161	0.026838	-35.382682	-72.311069	-55.821957	39.979034660	116.338898753	49.251614
18478	21402149	9.396120	-0.899322	2.811293	-0.188063	-0.042582	0.024995	-35.429936	-72.314780	-55.800688	39.979034668	116.338898764	49.251431
18479	21402174	9.408614	-0.896443	2.779397	-0.202703	-0.039247	0.018279	-35.475974	-72.318655	-55.782897	39.979034675	116.338898775	49.251248
18480	21402199	9.411404	-0.878529	2.772830	-0.216705	-0.024037	0.013004	-35.518132	-72.321190	-55.771285	39.979034682	116.338898787	49.251065
18481	21402224	9.423824	-0.905976	2.752799	-0.226608	-0.017205	0.003432	-35.556429	-72.323724	-55.765212	39.979034689	116.338898798	49.250881
18482	21402249	9.443058	-0.922513	2.762055	-0.241092	-0.011858	0.003693	-35.595505	-72.325612	-55.760501	39.979034696	116.338898809	49.250698
18483	21402274	9.430626	-0.937657	2.764665	-0.243071	0.000325	-0.003621	-35.629007	-72.326690	-55.761937	39.979034704	116.338898821	49.251170
18484	21402299	9.382670	-0.799933	2.738476	-0.226490	0.012703	-0.012483	-35.653654	-72.327067	-55.770173	39.979034711	116.338898832	49.250987
18485	21402324	9.386741	-0.769833	2.777193	-0.210096	0.023629	-0.009599	-35.674144	-72.325933	-55.780308	39.979034718	116.338898844	49.250804
18486	21402349	9.421113	-0.811165	2.786361	-0.203049	0.036618	-0.005467	-35.691727	-72.322943	-55.792435	39.979034725	116.338898856	49.250621
18487	21402374	9.406062	-0.753328	2.778540	-0.192779	0.045182	-0.004013	-35.706124	-72.318837	-55.806362	39.979034733	116.338898867	49.250439
18488	21402399	9.361946	-0.776643	2.770503	-0.174223	0.053310	-0.005138	-35.715322	-72.313880	-55.822957	39.979034740	116.338898879	49.250256
18489	21402424	9.315303	-0.711844	2.722810	-0.165513	0.069343	-0.000933	-35.720607	-72.306708	-55.842350	39.979034747	116.338898891	49.250072
18490	21402449	9.305775	-0.675989	2.705591	-0.168118	0.082310	0.009587	-35.726706	-72.297149	-55.861280	39.979034755	116.338898903	49.249888
18491	21402474	9.313635	-0.820742	2.779625	-0.172070	0.094338	0.008352	-35.729779	-72.286294	-55.883982	39.979034762	116.338898915	49.251573
18492	21402499	9.328475	-0.965404	2.828333	-0.183818	0.104170	0.004041	-35.730407	-72.274658	-55.911020	39.979034770	116.338898927	49.251389
18493	21402524	9.343484	-1.038388	2.841406	-0.210083	0.108992	-0.001824	-35.731419	-72.262951	-55.941605	39.979034777	116.338898939	49.251205
18494	21402549	9.311999	-0.972145	2.792424	-0.214697	0.117111	-0.013740	-35.726661	-72.251297	-55.978945	39.979034784	116.338898951	49.251021
18495	21402574	9.272153	-0.925331	2.769930	-0.226718	0.129125	-0.016423	-35.719544	-72.238468	-56.020573	39.979034792	116.338898964	49.250835
18496	21402599	9.251532	-0.926592	2.751298	-0.236557	0.146490	-0.005203	-35.713414	-72.222681	-56.062648	39.979034799	116.338898976	49.250650
18497	21402624	9.243394	-0.875612	2.732848	-0.235030	0.156784	0.000325	-35.706432	-72.205233	-56.105390	39.979034807	116.338898988	49.250463
18498	21402649	9.278010	-0.827315	2.689143	-0.220416	0.171451	0.003132	-35.694611	-72.185841	-56.151022	39.979034814	116.338899001	49.250276
18499	21402674	9.324731	-0.867322	2.728927	-0.199372	0.185758	0.007871	-35.677838	-72.164386	-56.198692	39.979034822	116.338899013	49.253147
18500	21402699	9.367185	-0.940472	2.791210	-0.185108	0.187247	0.002895	-35.656919	-72.143169	-56.248579	39.979034830	116.338899026	49.252962
18501	21402724	9.423534	-0.958576	2.839058	-0.178953	0.192180	-0.009680	-35.629388	-72.122420	-56.304493	39.979034837	116.338899039	49.252777
18502	21402749	9.425300	-0.860512	2.742256	-0.184603	0.188476	-0.023860	-35.598603	-72.103276	-56.364682	39.979034845	116.338899051	49.252592
18503	21402774	9.373413	-0.751331	2.612295	-0.203884	0.183392	-0.026022	-35.571206	-72.084896	-56.424220	39.979034852	116.338899064	49.252405
18504	21402799	9.314359	-0.751038	2.531131	-0.235491	0.192198	-0.032565	-35.543802	-72.066026	-56.488530	39.979034860	116.338899077	49.252219
18505	21402824	9.317244	-0.738469	2.484622	-0.276849	0.198188	-0.021836	-35.524739	-72.045556	-56.550307	39.979034868	116.338899090	49.252032
18506	21402849	9.278566	-0.760580	2.507149	-0.322636	0.204666	-0.016610	-35.512541	-72.023891	-56.611768	39.979034875	116.338899103	49.251843
18507	21402874	9.282595	-0.803280	2.525616	-0.357443	0.216337	-0.015010	-35.503005	-72.000729	-56.675679	39.979034883	116.338899116	49.252280
18508	21402899	9.327892	-0.833778	2.581407	-0.376889	0.224401	-0.011837	-35.495425	-71.976359	-56.740473	39.979034890	116.338899129	49.252090
18509	21402924	9.329268	-0.844780	2.577354	-0.398372	0.225766	-0.007477	-35.492232	-71.951466	-56.803898	39.979034898	116.338899142	49.251899
18510	21402949	9.308465	-0.925950	2.583758	-0.417933	0.227308	-0.007513	-35.491527	-71.926395	-56.867662	39.979034906	116.338899155	49.251707
18511	21402974	9.365945	-0.941627	2.738011	-0.412205	0.227214	-0.021228	-35.485220	-71.902474	-56.936466	39.979034913	116.338899169	49.251516
18512	21402999	9.267926	-0.961130	2.796372	-0.388029	0.225572	-0.030656	-35.472607	-71.879525	-57.008269	39.979034921	116.338899182	49.251323
18513	21403024	9.177235	-0.863280	2.744809	-0.367637	0.233287	-0.026044	-35.456870	-71.855287	-57.080296	39.979034929	116.338899196	49.251129
18514	21403049	9.138707	-0.820634	2.752901	-0.353462	0.231609	-0.018519	-35.442324	-71.830614	-57.148943	39.979034936	116.338899209	49.250934
18515	21403074	9.154856	-0.999705	2.802842	-0.337508	0.232100	-0.006075	-35.429903	-71.804845	-57.212956	39.979034944	116.338899223	49.251391
18516	21403099	9.078681	-1.187001	2.847411	-0.332971	0.224827	-0.008425	-35.417942	-71.780116	-57.275811	39.979034952	116.338899236	49.251194
18517	21403124	9.041536	-1.223982	2.800698	-0.348680	0.214465	-0.011432	-35.409875	-71.756843	-57.336946	39.979034959	116.338899250	49.250994
18518	21403149	9.001636	-1.250005	2.764653	-0.364716	0.206761	-0.010736	-35.406374	-71.734409	-57.395698	39.979034967	116.338899264	49.250793
18519	21403174	8.962881	-1.331224	2.780380	-0.384855	0.202003	-0.016488	-35.404995	-71.713008	-57.455260	39.979034975	116.338899277	49.250589
18520	21403199	8.942045	-1.423456	2.802651	-0.394139	0.193775	-0.020391	-35.405701	-71.692891	-57.514034	39.979034983	116.338899291	49.250384
18521	21403224	8.891169	-1.383475	2.776141	-0.402498	0.186023	-0.034152	-35.404758	-71.674820	-57.575815	39.979034991	116.338899305	49.250177
18522	21403249	8.892797	-1.223828	2.770015	-0.405858	0.179918	-0.031845	-35.406698	-71.657272	-57.635070	39.979034998	116.338899319	49.249967
18523	21403274	8.863807	-1.251357	2.768610	-0.390294	0.167361	-0.031024	-35.409893	-71.641122	-57.690662	39.979035006	116.338899332	49.248028
18525	21403299	8.785182	-1.358558	2.738952	-0.380491	0.164077	-0.025105	-35.414631	-71.624865	-57.743152	39.979035014	116.338899346	49.247810
18527	21403324	8.738170	-1.508464	2.719804	-0.373557	0.160177	-0.022224	-35.420405	-71.608826	-57.793508	39.979035022	116.338899360	49.247589
18528	21403349	8.751816	-1.571766	2.730248	-0.367117	0.159918	-0.025944	-35.424056	-71.593128	-57.845135	39.979035030	116.338899374	49.247365
18529	21403374	8.704750	-1.691582	2.749749	-0.355005	0.156242	-0.033011	-35.387990	-71.579152	-57.891182	39.979034494	116.338897659	49.260275
18530	21403399	8.759973	-1.644767	2.739302	-0.340854	0.153565	-0.036852	-35.385747	-71.565090	-57.945063	39.979034502	116.338897672	49.260100
18531	21403424	8.759746	-1.749461	2.768197	-0.332575	0.147732	-0.044197	-35.381240	-71.552318	-58.000085	39.979034509	116.338897685	49.259921
18532	21403449	8.785905	-1.760478	2.770839	-0.323002	0.141610	-0.042042	-35.377678	-71.540081	-58.052670	39.979034517	116.338897698	49.259740
18533	21403474	8.819008	-1.801623	2.732167	-0.310807	0.136200	-0.042632	-35.373542	-71.528524	-58.104020	39.979034525	116.338897711	49.264274
18534	21403499	8.809388	-1.802973	2.718870	-0.299451	0.134759	-0.044426	-35.367546	-71.517282	-58.155622	39.979034532	116.338897724	49.264092
18535	21403524	8.809234	-1.875960	2.738585	-0.293228	0.132985	-0.039791	-35.362754	-71.505861	-58.205018	39.979034540	116.338897737	49.263908
18536	21403549	8.715287	-2.043835	2.741942	-0.287846	0.127460	-0.043707	-35.357224	-71.495409	-58.254381	39.979034547	116.338897750	49.263721
