PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Latitude	Longitude	Altitude
04649	6606724	9.546707	-1.519050	1.655485	-0.003883	0.010729	-0.010492	-44.428819	-77.043862	-137.168623	39.979146164	116.338928567	47.209800
04650	6606749	9.552318	-1.506556	1.620967	-0.008090	0.005309	-0.008817	-44.424328	-77.045013	-137.174440	39.979146163	116.338928569	47.209566
04651	6606774	9.548104	-1.528630	1.639490	-0.009975	0.012499	-0.007391	-44.417608	-77.045285	-137.182823	39.979146161	116.338928571	47.209332
04652	6606799	9.530252	-1.534007	1.611540	-0.011380	0.002570	-0.005634	-44.416197	-77.046396	-137.185964	39.979146160	116.338928573	47.209098
04653	6606824	9.539992	-1.543487	1.568996	-0.014575	0.004244	-0.004342	-44.415088	-77.047207	-137.189264	39.979146158	116.338928574	47.208863
04654	6606849	9.548312	-1.547531	1.544995	-0.014523	0.005922	-0.002515	-44.414053	-77.047662	-137.192482	39.979146156	116.338928576	47.208629
04655	6606874	9.545584	-1.543390	1.535718	-0.008869	0.006260	-0.001027	-44.412723	-77.047934	-137.195170	39.979146155	116.338928578	47.211462
04656	6606899	9.544179	-1.532426	1.555707	-0.004755	0.011875	0.001957	-44.409683	-77.047333	-137.199008	39.979146153	116.338928580	47.211230
04657	6606924	9.527571	-1.558614	1.564938	-0.007361	0.013714	-0.002219	-44.404359	-77.046961	-137.205575	39.979146151	116.338928581	47.210999
04658	6606949	9.541405	-1.558536	1.542311	0.008503	0.014994	-0.000142	-44.397129	-77.046251	-137.211764	39.979146150	116.338928583	47.210767
04659	6606974	9.534519	-1.555745	1.544998	0.011627	0.014910	-0.005277	-44.387203	-77.046063	-137.220261	39.979146148	116.338928585	47.210535
04660	6606999	9.523502	-1.540672	1.551662	0.022210	0.019272	-0.005446	-44.373787	-77.045445	-137.230783	39.979146147	116.338928587	47.210303
04661	6607024	9.524833	-1.546233	1.568943	0.022794	0.017330	-0.007831	-44.360072	-77.045265	-137.241526	39.979146145	116.338928588	47.210071
04662	6607049	9.520659	-1.536683	1.584953	0.027569	0.026080	-0.003585	-44.343756	-77.043762	-137.254237	39.979146143	116.338928590	47.209839
04663	6607074	9.515131	-1.536703	1.596887	0.031437	0.025544	-0.005254	-44.326380	-77.042481	-137.267468	39.979146142	116.338928592	47.205519
04664	6607099	9.512353	-1.513406	1.614261	0.028107	0.026666	-0.006601	-44.308396	-77.041218	-137.281812	39.979146140	116.338928594	47.205282
04665	6607124	9.526047	-1.503918	1.654203	0.030594	0.026810	-0.005388	-44.290536	-77.039819	-137.295662	39.979146138	116.338928595	47.205046
04666	6607149	9.477769	-1.514986	1.670084	0.027022	0.025137	-0.011139	-44.271355	-77.039165	-137.311393	39.979146137	116.338928597	47.204808
04667	6607174	9.495638	-1.528770	1.682029	0.029537	0.021143	-0.006838	-44.255467	-77.038489	-137.323375	39.979146135	116.338928599	47.204571
04668	6607199	9.497046	-1.505386	1.682082	0.029641	0.024188	-0.010864	-44.236449	-77.037903	-137.338554	39.979146133	116.338928601	47.204333
04669	6607224	9.498354	-1.519226	1.704668	0.030051	0.020169	-0.008279	-44.220271	-77.037470	-137.350759	39.979146132	116.338928602	47.204095
04670	6607249	9.498281	-1.526203	1.732553	0.035530	0.016475	-0.012887	-44.202857	-77.037876	-137.363427	39.979146130	116.338928604	47.203857
04671	6607274	9.523140	-1.506922	1.716673	0.030755	0.013098	-0.014241	-44.186986	-77.038763	-137.375213	39.979146129	116.338928606	47.201710
04672	6607299	9.499661	-1.535830	1.717922	0.021856	0.004736	-0.010343	-44.177755	-77.040119	-137.381493	39.979146127	116.338928608	47.201470
04673	6607324	9.499737	-1.526095	1.696678	0.016487	0.007547	-0.009507	-44.168446	-77.041102	-137.388644	39.979146125	116.338928610	47.201230
04674	6607349	9.539701	-1.537076	1.691333	0.014795	0.003396	-0.007565	-44.162045	-77.042318	-137.393058	39.979146124	116.338928611	47.200989
04675	6607374	9.534255	-1.514984	1.678095	0.017394	0.002018	-0.010374	-44.154613	-77.043956	-137.398147	39.979146122	116.338928613	47.200749
04676	6607399	9.506686	-1.520503	1.675389	0.018860	-0.003693	-0.006148	-44.151335	-77.045759	-137.398760	39.979146120	116.338928615	47.200508
04677	6607424	9.519110	-1.505357	1.674151	0.016034	-0.005074	-0.005664	-44.149277	-77.047656	-137.398535	39.979146119	116.338928617	47.200268
04678	6607449	9.509545	-1.490134	1.648923	0.012514	-0.003298	-0.005817	-44.146884	-77.049386	-137.399172	39.979146117	116.338928619	47.200027
