PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Latitude	Longitude	Altitude
33590	5709799	6.720342	-1.846455	0.410344	-0.488110	-0.315458	-0.265811	-109.682603	-78.976009	108.460327	39.978974045	116.338977085	46.277675
33591	5709824	6.831307	-1.986117	0.584137	-0.467151	-0.318608	-0.271043	-110.041983	-78.997258	108.758209	39.978974036	116.338977065	46.277190
33592	5709849	6.935214	-2.224906	0.777554	-0.431465	-0.320239	-0.279439	-110.400790	-79.019198	109.060691	39.978974026	116.338977044	46.276688
33593	5709874	7.156300	-2.411437	0.975205	-0.385933	-0.343543	-0.293322	-110.774131	-79.041457	109.384602	39.978974017	116.338977023	46.281722
33594	5709899	7.399473	-2.581468	1.167581	-0.328034	-0.380759	-0.312012	-111.171301	-79.063892	109.741204	39.978974008	116.338977003	46.281196
33595	5709924	7.648301	-2.737562	1.308182	-0.263581	-0.423454	-0.331579	-111.595595	-79.086222	110.134806	39.978973998	116.338976982	46.280658
33596	5709949	8.096000	-2.780388	1.328283	-0.194830	-0.464471	-0.342123	-112.042928	-79.107202	110.561872	39.978973989	116.338976961	46.280110
33597	5709974	8.449880	-2.937373	1.337250	-0.133157	-0.497001	-0.353356	-112.508692	-79.127261	111.016672	39.978973979	116.338976939	46.279565
33598	5709999	8.690699	-3.001047	1.411658	-0.084357	-0.521830	-0.335765	-112.981073	-79.142917	111.485300	39.978973969	116.338976918	46.279002
33599	5710024	9.071693	-3.245170	1.546724	-0.041768	-0.554837	-0.318772	-113.466254	-79.153733	111.973152	39.978973960	116.338976896	46.278435
33600	5710049	9.499440	-3.597924	1.660131	-0.000152	-0.599539	-0.311534	-113.974765	-79.160227	112.490814	39.978973950	116.338976875	46.277867
33601	5710074	9.997688	-3.914665	1.709939	0.042847	-0.644539	-0.327176	-114.513187	-79.165227	113.045192	39.978973940	116.338976853	46.281413
33602	5710099	10.372370	-4.049478	1.691053	0.076799	-0.690980	-0.357741	-115.088397	-79.170399	113.641965	39.978973930	116.338976831	46.280856
33603	5710124	10.745932	-4.024620	1.636873	0.088409	-0.729163	-0.365838	-115.690842	-79.173119	114.268154	39.978973919	116.338976808	46.280306
33604	5710149	11.222928	-3.970866	1.562874	0.100616	-0.766705	-0.361665	-116.315593	-79.171685	114.918831	39.978973909	116.338976786	46.279766
33605	5710174	11.714968	-4.055841	1.453873	0.096627	-0.786032	-0.346115	-116.948285	-79.165678	115.577020	39.978973899	116.338976763	46.279252
33606	5710199	12.223686	-4.121460	1.307677	0.083788	-0.789969	-0.325240	-117.577399	-79.155393	116.229711	39.978973888	116.338976741	46.278740
33607	5710224	12.706225	-4.200763	1.160126	0.073223	-0.785454	-0.311151	-118.198789	-79.142288	116.873021	39.978973877	116.338976718	46.278247
33608	5710249	13.096511	-4.238760	0.997942	0.067572	-0.772415	-0.298917	-118.806473	-79.127236	117.501582	39.978973867	116.338976694	46.277776
33609	5710274	13.439694	-4.392420	0.864734	0.056469	-0.742617	-0.290211	-119.391457	-79.111937	118.105441	39.978973856	116.338976671	46.280035
33610	5710299	13.851778	-4.462392	0.788933	0.046675	-0.704977	-0.291301	-119.952277	-79.098305	118.683293	39.978973845	116.338976648	46.279617
33611	5710324	14.229473	-4.500695	0.703945	0.033544	-0.668348	-0.284435	-120.487475	-79.085419	119.233160	39.978973834	116.338976624	46.279229
33612	5710349	14.572704	-4.533507	0.626938	0.026001	-0.625013	-0.285769	-120.995383	-79.074924	119.754157	39.978973822	116.338976600	46.278872
33613	5710374	14.914599	-4.547030	0.560587	0.027201	-0.577137	-0.280623	-121.469835	-79.066509	120.241270	39.978973811	116.338976576	46.278559
33614	5710399	15.235785	-4.603185	0.468838	0.034787	-0.523196	-0.279899	-121.908226	-79.061329	120.692774	39.978973800	116.338976552	46.278271
33616	5710424	15.504501	-4.659456	0.428898	0.045553	-0.471328	-0.289974	-122.316154	-79.060688	121.114825	39.978973788	116.338976528	46.278021
33618	5710449	15.727986	-4.622050	0.346706	0.065061	-0.430413	-0.301351	-122.700263	-79.064017	121.515461	39.978973776	116.338976503	46.277809
33619	5710474	15.932171	-4.520130	0.294019	0.079983	-0.376736	-0.304724	-123.036090	-79.068851	121.892516	39.978974075	116.338976540	46.291136
33620	5710499	16.147351	-4.501929	0.213027	0.086620	-0.323316	-0.304960	-123.352699	-79.080101	122.227535	39.978974063	116.338976515	46.291041
33621	5710524	16.297846	-4.516628	0.086743	0.098264	-0.270969	-0.307736	-123.637057	-79.095487	122.531393	39.978974052	116.338976490	46.290990
33622	5710549	16.449612	-4.488877	0.024452	0.096282	-0.219281	-0.317976	-123.894833	-79.115936	122.807874	39.978974040	116.338976465	46.290982
33623	5710574	16.514654	-4.400634	-0.035075	0.103110	-0.161667	-0.325078	-124.120009	-79.141623	123.052132	39.978974028	116.338976440	46.291022
33624	5710599	16.568778	-4.242129	-0.093076	0.107354	-0.112887	-0.333260	-124.318983	-79.172038	123.270310	39.978974016	116.338976415	46.291102
33625	5710624	16.483847	-4.061501	-0.189554	0.101960	-0.060415	-0.333034	-124.487328	-79.206541	123.456493	39.978974003	116.338976390	46.291227
33626	5710649	16.401647	-3.867171	-0.266080	0.090289	0.001137	-0.337076	-124.622034	-79.246430	123.606711	39.978973991	116.338976365	46.291396
33627	5710674	16.354957	-3.758453	-0.271052	0.094007	0.063826	-0.335470	-124.717568	-79.291180	123.717579	39.978973979	116.338976339	46.292016
33628	5710699	16.301175	-3.655501	-0.183071	0.074548	0.115700	-0.342460	-124.787389	-79.340959	123.799428	39.978973966	116.338976313	46.292271
33629	5710724	16.173035	-3.518187	-0.108284	0.046350	0.149679	-0.345923	-124.842160	-79.393907	123.861839	39.978973954	116.338976288	46.292568
33630	5710749	16.075236	-3.428943	-0.080110	0.011791	0.180763	-0.356859	-124.887686	-79.450676	123.909800	39.978973941	116.338976262	46.292906
33631	5710774	16.033727	-3.375585	0.027705	-0.039396	0.208482	-0.361374	-124.925491	-79.510241	123.942441	39.978973929	116.338976236	46.293281
