PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw
38078	4191515	9.581621	-0.956979	1.776149	-0.105348	-0.168000	0.006531	-22.009387	-77.860109	165.655737
38079	4191540	9.559647	-0.960986	1.748209	-0.102860	-0.171837	0.006996	-22.070713	-77.883390	165.703378
38080	4191565	9.587190	-0.985696	1.730900	-0.098868	-0.175905	-0.003240	-22.126361	-77.907752	165.745792
38081	4191590	9.592614	-1.026973	1.745350	-0.089887	-0.178707	-0.009701	-22.177618	-77.932827	165.785027
38082	4191615	9.581592	-1.037986	1.734700	-0.078537	-0.180423	-0.012147	-22.227003	-77.958289	165.822299
38083	4191640	9.571962	-1.064015	1.720014	-0.071028	-0.180186	-0.020719	-22.269445	-77.984144	165.855276
38084	4191665	9.543059	-1.065351	1.714634	-0.067453	-0.178391	-0.023992	-22.309033	-78.009933	165.885856
38085	4191690	9.552725	-1.040658	1.718723	-0.054550	-0.187281	-0.031051	-22.344794	-78.037281	165.914409
38086	4191715	9.552820	-1.039110	1.680204	-0.053485	-0.188637	-0.035547	-22.378749	-78.065084	165.939538
38087	4191740	9.555582	-1.055572	1.660251	-0.050601	-0.179127	-0.036930	-22.408431	-78.091665	165.962452
38088	4191765	9.539061	-1.062445	1.661484	-0.045583	-0.175525	-0.039114	-22.435201	-78.117887	165.983121
38089	4191790	9.583175	-1.047286	1.648330	-0.046937	-0.177071	-0.044198	-22.459466	-78.144589	166.001030
38090	4191815	9.597032	-1.021066	1.628474	-0.051260	-0.172605	-0.041252	-22.485823	-78.170572	166.018688
38091	4191840	9.601164	-1.044409	1.616441	-0.063615	-0.170974	-0.036211	-22.516131	-78.196027	166.040327
38092	4191865	9.566830	-1.031884	1.584599	-0.061703	-0.165473	-0.039944	-22.542460	-78.220956	166.058179
38093	4191890	9.575189	-0.974112	1.576821	-0.066891	-0.160220	-0.039989	-22.568209	-78.245191	166.074679
38094	4191915	9.572476	-0.982281	1.555515	-0.068919	-0.150789	-0.042363	-22.591026	-78.268343	166.086105
38095	4191940	9.558689	-0.979559	1.566162	-0.078931	-0.141911	-0.039977	-22.613811	-78.290154	166.097813
38096	4191965	9.610947	-0.979696	1.594096	-0.087011	-0.133595	-0.036870	-22.637588	-78.310692	166.109352
38097	4191990	9.634480	-0.945222	1.567642	-0.094286	-0.126059	-0.030208	-22.664721	-78.329866	166.123251
38098	4192015	9.635852	-0.950685	1.567633	-0.092956	-0.119866	-0.026776	-22.692983	-78.348067	166.136698
38099	4192040	9.587576	-0.979649	1.583428	-0.101027	-0.111979	-0.030209	-22.717434	-78.365378	166.146872
38100	4192065	9.600108	-0.941023	1.549036	-0.106567	-0.105213	-0.023469	-22.745239	-78.381421	166.159660
38101	4192090	9.591836	-0.916303	1.562415	-0.113548	-0.100638	-0.025876	-22.771317	-78.396992	166.169663
38102	4192115	9.637252	-0.934171	1.567694	-0.115041	-0.090563	-0.024183	-22.796745	-78.411175	166.176965
38103	4192140	9.649701	-0.935496	1.545084	-0.118803	-0.085786	-0.021927	-22.822189	-78.424564	166.185552
38104	4192165	9.647006	-0.920315	1.533159	-0.131725	-0.081153	-0.025271	-22.846107	-78.437526	166.190691
38105	4192190	9.593334	-0.902413	1.522590	-0.138336	-0.077868	-0.024059	-22.870893	-78.449987	166.195749
38106	4192215	9.589248	-0.895483	1.509315	-0.138015	-0.069666	-0.015181	-22.899899	-78.460909	166.203325
38107	4192240	9.557563	-0.916065	1.501270	-0.148211	-0.062956	-0.016220	-22.927161	-78.470964	166.209466
38108	4192265	9.499681	-0.928480	1.513115	-0.159191	-0.059476	-0.011235	-22.958298	-78.480281	166.217957
38109	4192290	9.494216	-0.932505	1.490558	-0.167535	-0.049770	-0.013027	-22.986838	-78.488418	166.222577
38110	4192315	9.506566	-0.924359	1.513154	-0.175656	-0.047106	-0.011061	-23.017848	-78.496132	166.226675
38111	4192340	9.487297	-0.922958	1.509144	-0.188513	-0.043339	-0.008562	-23.050563	-78.503169	166.232489
38112	4192365	9.491422	-0.935341	1.506448	-0.192387	-0.040324	-0.008342	-23.083166	-78.509796	166.237623
38113	4192390	9.492745	-0.965560	1.507683	-0.201155	-0.039729	-0.003782	-23.119840	-78.516088	166.245629
38114	4192415	9.524462	-0.932619	1.509158	-0.206535	-0.034468	-0.003447	-23.156821	-78.521708	166.251286
38115	4192440	9.545097	-0.936752	1.521080	-0.213249	-0.037575	0.001891	-23.198358	-78.527394	166.262486
38116	4192465	9.545019	-0.962959	1.536932	-0.217637	-0.041831	-0.004730	-23.237438	-78.534013	166.270538
38117	4192490	9.536841	-0.943597	1.511762	-0.230555	-0.042887	-0.003879	-23.279243	-78.540721	166.279481
38118	4192515	9.557499	-0.946362	1.509090	-0.242060	-0.041740	-0.005177	-23.322325	-78.547392	166.286152
38119	4192540	9.569908	-0.942183	1.503862	-0.260270	-0.039083	-0.004497	-23.366979	-78.553633	166.293659
38120	4192565	9.564454	-0.929791	1.490554	-0.273672	-0.040014	-0.007775	-23.411713	-78.560181	166.299290
38121	4192590	9.545183	-0.928375	1.490565	-0.286283	-0.037457	-0.001027	-23.461948	-78.566008	166.308689
38122	4192615	9.517599	-0.932584	1.503810	-0.290176	-0.039461	0.001539	-23.515775	-78.571992	166.319272
38123	4192640	9.529981	-0.929855	1.507831	-0.298579	-0.044408	0.007695	-23.575472	-78.578230	166.336527
38124	4192665	9.505089	-0.964288	1.528963	-0.309338	-0.043634	0.003228	-23.633627	-78.584618	166.350637
38125	4192690	9.469247	-0.991818	1.524848	-0.315723	-0.046009	-0.001825	-23.690129	-78.591605	166.362127
38126	4192715	9.445718	-1.034495	1.551268	-0.326011	-0.054340	0.000693	-23.752947	-78.599580	166.376624
38129	4192740	9.448458	-1.050967	1.547232	-0.324865	-0.054014	0.001273	-23.815157	-78.607433	166.392600
38130	4192765	9.451095	-1.067643	1.584375	-0.320309	-0.060166	-0.007431	-23.872874	-78.616593	166.404659
38131	4192790	9.489673	-1.077196	1.568427	-0.317009	-0.060329	-0.009435	-23.928917	-78.625888	166.415491
38132	4192815	9.484096	-1.084179	1.593652	-0.307068	-0.068298	-0.010875	-23.985751	-78.636350	166.426626
38133	4192840	9.497880	-1.119836	1.572277	-0.302653	-0.074619	-0.013816	-24.041141	-78.647766	166.438889
38134	4192865	9.510403	-1.096331	1.532499	-0.296158	-0.071850	-0.016241	-24.093280	-78.658959	166.448785
38135	4192890	9.528306	-1.071631	1.549849	-0.292403	-0.073451	-0.020140	-24.142866	-78.670587	166.456624
38136	4192915	9.548933	-1.071680	1.557859	-0.288388	-0.072862	-0.019096	-24.193250	-78.682119	166.463883
38137	4192940	9.524165	-1.079876	1.548528	-0.280541	-0.071929	-0.024047	-24.238253	-78.693776	166.468781
38138	4192965	9.532458	-1.071597	1.535265	-0.282979	-0.060362	-0.025028	-24.279607	-78.703980	166.469602
38139	4192990	9.537984	-1.068823	1.529965	-0.283071	-0.061011	-0.029595	-24.318216	-78.714537	166.467610
38140	4193015	9.496755	-1.091998	1.483384	-0.287473	-0.054578	-0.031416	-24.355213	-78.724405	166.461324
38141	4193040	9.513239	-1.066020	1.512695	-0.294520	-0.046627	-0.035092	-24.387661	-78.733411	166.451377
38142	4193065	9.495437	-1.052108	1.483499	-0.301288	-0.041530	-0.040860	-24.415800	-78.742094	166.436050
38143	4193090	9.484401	-1.048066	1.491502	-0.305447	-0.036857	-0.040901	-24.443127	-78.750172	166.419287
38144	4193115	9.506434	-1.031576	1.500857	-0.304653	-0.030112	-0.039183	-24.470296	-78.757314	166.400448
38145	4193140	9.520142	-1.035793	1.527405	-0.303186	-0.022571	-0.039558	-24.493929	-78.763452	166.380250
38146	4193165	9.524322	-1.004147	1.528838	-0.302649	-0.021915	-0.042599	-24.515294	-78.769687	166.357819
38147	4193190	9.521532	-1.022034	1.531425	-0.301130	-0.020541	-0.048490	-24.532160	-78.776095	166.331023
38148	4193215	9.507739	-1.011128	1.550057	-0.300509	-0.018527	-0.046457	-24.550505	-78.782166	166.303775
38149	4193240	9.493950	-0.991917	1.563409	-0.302394	-0.020391	-0.047298	-24.568281	-78.788487	166.277723
38150	4193265	9.467712	-0.964566	1.612618	-0.298209	-0.024353	-0.050621	-24.584457	-78.795523	166.250653
38151	4193290	9.463554	-0.957773	1.627262	-0.298385	-0.028156	-0.056523	-24.597913	-78.803408	166.220784
38152	4193315	9.460809	-0.974238	1.615265	-0.295436	-0.032365	-0.055481	-24.613738	-78.811825	166.191696
38153	4193340	9.464988	-1.011184	1.569941	-0.291193	-0.038706	-0.055569	-24.629952	-78.821030	166.165690
38154	4193365	9.444387	-1.008349	1.546049	-0.299291	-0.041272	-0.060646	-24.644745	-78.830873	166.137055
38155	4193390	9.458100	-1.042746	1.549937	-0.304389	-0.036891	-0.059102	-24.659949	-78.840055	166.108095
38156	4193415	9.455473	-1.001394	1.528802	-0.304166	-0.035632	-0.060306	-24.674793	-78.849192	166.076718
38157	4193440	9.441692	-0.989067	1.535465	-0.304578	-0.039658	-0.064242	-24.687444	-78.859045	166.045130
38158	4193465	9.459533	-1.004258	1.550057	-0.302553	-0.042276	-0.063904	-24.700807	-78.869219	166.014565
38159	4193490	9.447042	-1.026333	1.576524	-0.307910	-0.046912	-0.065973	-24.714963	-78.880122	165.984026
38160	4193515	9.416698	-1.034665	1.589799	-0.310785	-0.049901	-0.065172	-24.731827	-78.891414	165.953727
38161	4193540	9.416593	-1.032049	1.636282	-0.310905	-0.059296	-0.068656	-24.748384	-78.904092	165.925202
38162	4193565	9.410948	-1.047344	1.684052	-0.310093	-0.065812	-0.076191	-24.761800	-78.918071	165.893595
38163	4193590	9.375069	-1.039259	1.718585	-0.314336	-0.080778	-0.080213	-24.777715	-78.934240	165.863917
38164	4193615	9.381831	-1.007872	1.789126	-0.324656	-0.100040	-0.073677	-24.806244	-78.952568	165.843471
38165	4193640	9.303066	-1.098847	1.841939	-0.305712	-0.114034	-0.070857	-24.837389	-78.972503	165.830572
38166	4193665	9.383335	-1.111972	1.677159	-0.321274	-0.125766	-0.077817	-24.869776	-78.994383	165.816669
38167	4193690	9.409437	-1.061299	1.730541	-0.334731	-0.137287	-0.079626	-24.906495	-79.017870	165.805216
38168	4193715	9.423087	-1.110856	1.751612	-0.348470	-0.149314	-0.084673	-24.946495	-79.043270	165.792971
38169	4193740	9.450612	-1.064253	1.781030	-0.359482	-0.156672	-0.090019	-24.985953	-79.069907	165.780698
38170	4193765	9.447792	-1.123375	1.774179	-0.374620	-0.168024	-0.093113	-25.029130	-79.098205	165.770006
38171	4193790	9.454725	-1.128804	1.758215	-0.384979	-0.177674	-0.093374	-25.076746	-79.127774	165.762324
38172	4193815	9.465710	-1.128820	1.764865	-0.395700	-0.187948	-0.092687	-25.130644	-79.158677	165.757330
38173	4193840	9.440944	-1.124699	1.760878	-0.396632	-0.198086	-0.094719	-25.185757	-79.190976	165.755583
38174	4193865	9.447826	-1.139792	1.748898	-0.410310	-0.202182	-0.091970	-25.246175	-79.223639	165.757242
38175	4193890	9.462966	-1.164511	1.744816	-0.416870	-0.207402	-0.086813	-25.312924	-79.256662	165.764389
38176	4193915	9.469790	-1.200254	1.742081	-0.423424	-0.208355	-0.086927	-25.382001	-79.289855	165.770785
38177	4193940	9.428468	-1.240091	1.723332	-0.434634	-0.209306	-0.087275	-25.452062	-79.323149	165.778712
38178	4193965	9.486275	-1.264840	1.719286	-0.445610	-0.202306	-0.082415	-25.524986	-79.355237	165.787951
38179	4193990	9.471136	-1.282674	1.709891	-0.458802	-0.201598	-0.087464	-25.596333	-79.387543	165.793662
38180	4194015	9.471234	-1.287997	1.664705	-0.468643	-0.199002	-0.077394	-25.676382	-79.418928	165.804600
38181	4194040	9.570527	-1.252123	1.629034	-0.487304	-0.194563	-0.073859	-25.759390	-79.449477	165.818019
38182	4194065	9.591320	-1.217635	1.595939	-0.511630	-0.182097	-0.068222	-25.845892	-79.478064	165.831447
38183	4194090	9.599673	-1.187324	1.578806	-0.526473	-0.164564	-0.069311	-25.928115	-79.504457	165.838359
38184	4194115	9.609246	-1.202491	1.592026	-0.540117	-0.149977	-0.070506	-26.007714	-79.529081	165.838395
38185	4194140	9.587279	-1.199651	1.570779	-0.557600	-0.133634	-0.069579	-26.084100	-79.551506	165.834837
38186	4194165	9.554249	-1.210608	1.549445	-0.574043	-0.116061	-0.064078	-26.160822	-79.571325	165.829225
38187	4194190	9.532246	-1.183074	1.552206	-0.578934	-0.095242	-0.058426	-26.235168	-79.588112	165.820485
38188	4194215	9.543237	-1.198201	1.558805	-0.582464	-0.074285	-0.064372	-26.299720	-79.602622	165.799030
38189	4194240	9.539047	-1.225737	1.562715	-0.595884	-0.048369	-0.068881	-26.353119	-79.614059	165.766526
38190	4194265	9.547321	-1.180435	1.586779	-0.602612	-0.022207	-0.073648	-26.395077	-79.622447	165.721412
38191	4194290	9.594278	-1.114352	1.573703	-0.610305	0.001086	-0.077656	-26.427220	-79.628107	165.665201
38192	4194315	9.650643	-1.085706	1.630986	-0.613596	0.017624	-0.079849	-26.453534	-79.631827	165.600320
38193	4194340	9.650549	-1.089997	1.664168	-0.611149	0.032499	-0.077622	-26.474850	-79.633466	165.532981
38194	4194365	9.603624	-1.105226	1.697313	-0.612496	0.042608	-0.081383	-26.490189	-79.634053	165.459369
38195	4194390	9.567804	-1.099768	1.705279	-0.617530	0.049706	-0.081941	-26.503377	-79.633770	165.382838
38196	4194415	9.591269	-1.070889	1.705365	-0.616254	0.059760	-0.077049	-26.517319	-79.631923	165.304982
38197	4194440	9.560986	-1.046136	1.714754	-0.618044	0.055641	-0.078714	-26.530786	-79.630679	165.228658
38198	4194465	9.530588	-1.077836	1.735850	-0.610905	0.052199	-0.085318	-26.539813	-79.630301	165.148861
38199	4194490	9.516785	-1.103970	1.733084	-0.621358	0.046663	-0.088374	-26.550133	-79.630831	165.068856
38200	4194515	9.552699	-1.084584	1.694669	-0.633605	0.034085	-0.083959	-26.570713	-79.632728	164.995211
38201	4194540	9.511442	-1.076276	1.682685	-0.643969	0.042158	-0.079799	-26.591838	-79.633294	164.922898
38202	4194565	9.501934	-1.071971	1.629563	-0.653783	0.038269	-0.071557	-26.621500	-79.633835	164.857835
38203	4194590	9.518484	-1.122676	1.588265	-0.658918	0.039932	-0.071983	-26.651014	-79.634197	164.791874
38204	4194615	9.522536	-1.206504	1.577310	-0.660108	0.038396	-0.071928	-26.682302	-79.634793	164.725240
38205	4194640	9.607940	-1.233934	1.550709	-0.650978	0.034338	-0.085361	-26.703277	-79.636743	164.651754
38206	4194665	9.680938	-1.210614	1.560125	-0.640617	0.030102	-0.089839	-26.721112	-79.639528	164.576587
38207	4194690	9.707093	-1.198247	1.570816	-0.632808	0.035466	-0.097775	-26.730368	-79.642141	164.493835
38208	4194715	9.760736	-1.209350	1.589412	-0.628682	0.032978	-0.097424	-26.741175	-79.645087	164.410934
38209	4194740	9.800597	-1.236953	1.602654	-0.604259	0.027934	-0.099190	-26.747965	-79.648760	164.329834
38210	4194765	9.832151	-1.293349	1.622394	-0.596143	0.019492	-0.106162	-26.751656	-79.653963	164.246767
38211	4194790	9.869405	-1.269957	1.605207	-0.587879	0.018203	-0.118655	-26.745816	-79.660136	164.155216
38212	4194815	9.905217	-1.238398	1.621300	-0.579079	0.018010	-0.126262	-26.734438	-79.666856	164.056965
38213	4194840	9.906661	-1.219095	1.609378	-0.578123	0.011395	-0.131895	-26.720178	-79.674747	163.958280
38214	4194865	9.883264	-1.234154	1.594700	-0.576879	0.007501	-0.135247	-26.704671	-79.683348	163.858511
38215	4194890	9.870804	-1.302874	1.579881	-0.573279	0.009032	-0.143024	-26.682536	-79.692247	163.752533
38216	4194915	9.839149	-1.287716	1.579896	-0.574186	0.001785	-0.144170	-26.663240	-79.702175	163.646929
38217	4194940	9.814442	-1.286221	1.549311	-0.575136	-0.000761	-0.147663	-26.641328	-79.712613	163.540913
38218	4194965	9.756659	-1.239472	1.549450	-0.561555	-0.000717	-0.147878	-26.617172	-79.723051	163.434598
38219	4194990	9.738835	-1.221472	1.529586	-0.550906	-0.005823	-0.150202	-26.591518	-79.734283	163.328313
38220	4195015	9.734890	-1.174606	1.481875	-0.538062	-0.012781	-0.152381	-26.565879	-79.746573	163.221508
38221	4195040	9.719755	-1.147111	1.493890	-0.524151	-0.023375	-0.149660	-26.542683	-79.760004	163.121624
38222	4195065	9.684014	-1.134641	1.473999	-0.513484	-0.029917	-0.145574	-26.523016	-79.774004	163.026884
38223	4195090	9.649648	-1.120866	1.458085	-0.500524	-0.030234	-0.136401	-26.507976	-79.787454	162.938735
38224	4195115	9.619381	-1.144113	1.428781	-0.480481	-0.042659	-0.135222	-26.496274	-79.802453	162.854466
38225	4195140	9.607158	-1.163023	1.350323	-0.464663	-0.047617	-0.135915	-26.482331	-79.818093	162.772659
38226	4195165	9.580951	-1.190565	1.348883	-0.447880	-0.053823	-0.138381	-26.466277	-79.834682	162.691154
38227	4195190	9.545275	-1.149163	1.319789	-0.425796	-0.057191	-0.135098	-26.450449	-79.851490	162.613097
38228	4195215	9.512363	-1.202475	1.235874	-0.408989	-0.058967	-0.132494	-26.435680	-79.868392	162.536098
38231	4195240	9.493395	-1.153956	1.133744	-0.405811	-0.054270	-0.138563	-26.413141	-79.885038	162.454139
38232	4195265	9.450940	-1.112428	1.060781	-0.405379	-0.044826	-0.135650	-26.389095	-79.900280	162.370717
38233	4195290	9.422277	-1.059904	0.994486	-0.413163	-0.030385	-0.137056	-26.359828	-79.913752	162.280863
38234	4195315	9.418304	-1.021237	0.949427	-0.423645	-0.019108	-0.132774	-26.332115	-79.925536	162.188560
38235	4195340	9.429262	-1.070730	0.941332	-0.432365	-0.006895	-0.121745	-26.307987	-79.935005	162.101138
38236	4195365	9.422449	-1.058250	0.922761	-0.438246	0.010601	-0.111274	-26.285931	-79.941557	162.014967
38237	4195390	9.361940	-1.053993	0.889511	-0.443645	0.016926	-0.103965	-26.267616	-79.946827	161.931811
38238	4195415	9.320680	-1.004485	0.893636	-0.452790	0.028521	-0.099419	-26.250878	-79.950359	161.846381
38239	4195440	9.289064	-0.982451	0.883061	-0.464021	0.040881	-0.091398	-26.235956	-79.951747	161.763710
38240	4195465	9.260072	-0.931786	0.944327	-0.479272	0.049630	-0.077313	-26.230302	-79.951116	161.688231
38241	4195490	9.258564	-0.915523	1.006804	-0.486401	0.044812	-0.071272	-26.231774	-79.950722	161.618953
38242	4195515	9.214434	-0.945809	1.011996	-0.492753	0.046827	-0.057557	-26.244560	-79.949249	161.557661
38243	4195540	9.190992	-0.981535	1.003895	-0.496933	0.048721	-0.043257	-26.266466	-79.946582	161.507602
38244	4195565	9.211494	-1.088764	1.007540	-0.498720	0.045083	-0.042504	-26.290480	-79.944339	161.459424
38245	4195590	9.252797	-1.095686	1.008833	-0.497590	0.039883	-0.040013	-26.318001	-79.942609	161.414972
38246	4195615	9.274937	-1.041996	0.997086	-0.510305	0.038973	-0.037955	-26.350352	-79.940918	161.370957
38247	4195640	9.177093	-1.017402	1.035625	-0.512423	0.035562	-0.039306	-26.382062	-79.939706	161.328601
38248	4195665	9.111011	-0.995370	1.034360	-0.505555	0.026304	-0.037281	-26.417575	-79.939557	161.291107
38249	4195690	9.111079	-0.980189	1.021120	-0.511889	0.023405	-0.030984	-26.459590	-79.939383	161.259294
38250	4195715	9.116631	-0.956777	1.018564	-0.524843	0.026107	-0.026965	-26.506595	-79.938661	161.228015
38251	4195740	9.120899	-0.905795	0.986857	-0.553069	0.033528	-0.025229	-26.555019	-79.936830	161.196720
38252	4195765	9.141800	-0.835459	0.933955	-0.585121	0.055391	-0.024925	-26.600362	-79.932184	161.157633
38253	4195790	9.230053	-0.773552	0.922268	-0.616899	0.070202	-0.021631	-26.647280	-79.925435	161.115522
38254	4195815	9.322313	-0.729676	0.956980	-0.647874	0.084223	-0.015725	-26.699026	-79.916572	161.071132
38255	4195840	9.464143	-0.666592	1.001151	-0.678584	0.100316	-0.012545	-26.750418	-79.905398	161.024589
38256	4195865	9.581071	-0.639393	1.069039	-0.705919	0.112756	-0.009404	-26.803473	-79.892438	160.975757
38257	4195890	9.662314	-0.583162	1.106472	-0.734566	0.121339	-0.003475	-26.861765	-79.878006	160.928073
38258	4195915	9.689778	-0.570948	1.145072	-0.768084	0.131916	0.011218	-26.932712	-79.861337	160.885685
38259	4195940	9.703489	-0.534007	1.191714	-0.798366	0.141330	0.021185	-27.010436	-79.842771	160.848453
38260	4195965	9.714522	-0.540852	1.182366	-0.834851	0.154892	0.038277	-27.100538	-79.821371	160.818485
38261	4195990	9.711774	-0.531210	1.185062	-0.872865	0.168110	0.054269	-27.202485	-79.797250	160.795017
38262	4196015	9.824675	-0.476386	1.225187	-0.905863	0.176866	0.066380	-27.315522	-79.771288	160.775339
38263	4196040	9.843822	-0.506783	1.262295	-0.932968	0.185457	0.081517	-27.438530	-79.743182	160.764521
38264	4196065	9.850584	-0.479494	1.331455	-0.939003	0.186469	0.092383	-27.569338	-79.714233	160.760751
38265	4196090	9.865442	-0.488169	1.445687	-0.923394	0.182769	0.090100	-27.697320	-79.685907	160.756380
38266	4196115	9.850070	-0.491235	1.537336	-0.902803	0.168414	0.090401	-27.828639	-79.659445	160.755741
38267	4196140	9.913121	-0.644050	1.566133	-0.879312	0.158724	0.089960	-27.958348	-79.634176	160.759544
38268	4196165	10.005151	-0.803593	1.568313	-0.877700	0.150059	0.076218	-28.081207	-79.610926	160.756619
38269	4196190	10.061508	-0.934131	1.533359	-0.887133	0.143822	0.065362	-28.199983	-79.589199	160.748167
38270	4196215	10.053317	-0.938100	1.501458	-0.891970	0.137128	0.046103	-28.309637	-79.569688	160.727082
38271	4196240	10.036827	-0.924353	1.493517	-0.892499	0.135520	0.033408	-28.409968	-79.551187	160.699092
38272	4196265	10.032662	-0.934010	1.501457	-0.877047	0.135112	0.020844	-28.499545	-79.533604	160.662417
38273	4196290	9.984363	-1.019242	1.490533	-0.874753	0.132600	0.016290	-28.586539	-79.516658	160.623447
38274	4196315	9.948558	-1.021974	1.491802	-0.854270	0.129303	0.011759	-28.669815	-79.500512	160.581014
38275	4196340	9.886503	-1.000121	1.535693	-0.831106	0.123750	0.010549	-28.749806	-79.485094	160.541275
38276	4196365	9.861539	-1.037443	1.582072	-0.807631	0.123411	0.011176	-28.826929	-79.469686	160.502038
38277	4196390	9.815911	-1.082995	1.633690	-0.788267	0.113918	0.019644	-28.910458	-79.454892	160.472137
38278	4196415	9.822630	-1.107958	1.685421	-0.762552	0.103274	0.016050	-28.992913	-79.441753	160.442218
38279	4196440	9.833386	-1.220876	1.722265	-0.743280	0.091751	0.024968	-29.081680	-79.429382	160.424197
38280	4196465	9.823504	-1.302207	1.775128	-0.723952	0.072078	0.024502	-29.174626	-79.419510	160.413244
38281	4196490	9.816417	-1.368369	1.820069	-0.696796	0.050391	0.018576	-29.267757	-79.412767	160.406434
38282	4196515	9.860312	-1.459212	1.835749	-0.677553	0.034741	0.009289	-29.358888	-79.408693	160.397712
38283	4196540	9.879505	-1.508733	1.843551	-0.659433	0.018872	0.002597	-29.447748	-79.407010	160.392002
38284	4196565	9.824269	-1.508956	1.900655	-0.645225	0.000043	-0.006026	-29.535911	-79.408285	160.387653
38285	4196590	9.837904	-1.513295	1.953805	-0.626673	-0.020461	-0.003009	-29.631191	-79.411902	160.393249
38286	4196615	9.791040	-1.514758	1.969701	-0.611854	-0.047164	-0.007629	-29.732600	-79.419226	160.404538
38287	4196640	9.737283	-1.527132	1.978942	-0.594701	-0.067246	-0.009640	-29.836790	-79.429127	160.423857
38288	4196665	9.727702	-1.492721	1.975072	-0.570004	-0.091001	-0.008920	-29.947136	-79.441920	160.453034
38289	4196690	9.720959	-1.399228	1.975366	-0.550629	-0.106472	-0.010718	-30.059629	-79.456751	160.487218
38290	4196715	9.762412	-1.370221	1.935631	-0.544097	-0.121963	-0.015159	-30.175596	-79.473861	160.523176
38291	4196740	9.733761	-1.265523	1.885471	-0.533427	-0.136635	-0.011574	-30.297210	-79.492461	160.569139
38292	4196765	9.698054	-1.231030	1.864338	-0.528465	-0.138520	-0.008996	-30.420866	-79.511089	160.617898
38293	4196790	9.663630	-1.235147	1.856340	-0.519887	-0.137334	-0.002080	-30.547748	-79.529048	160.671185
38294	4196815	9.658048	-1.240721	1.889507	-0.503826	-0.138396	0.009207	-30.681777	-79.546343	160.731369
