PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw
04528	4975465	9.748771	-0.124384	0.928437	-0.202270	-0.011632	0.036049	-24.503824	-84.658153	168.258967
04529	4975490	9.771076	-0.010065	0.879694	-0.230896	-0.014316	0.045855	-24.608694	-84.658134	168.331057
04530	4975515	9.794712	0.095932	0.852196	-0.258778	-0.011411	0.049190	-24.720652	-84.657459	168.406206
04531	4975540	9.783732	0.106952	0.846855	-0.280511	-0.013968	0.059743	-24.851700	-84.656534	168.497450
04532	4975565	9.750598	0.042386	0.836049	-0.286619	-0.013602	0.062358	-24.986977	-84.655384	168.592063
04533	4975590	9.749168	-0.038678	0.814505	-0.281370	-0.008519	0.060682	-25.115829	-84.653656	168.680978
04534	4975615	9.747745	-0.070281	0.813063	-0.275432	-0.006187	0.058824	-25.239951	-84.651654	168.765958
04535	4975640	9.722885	-0.106048	0.816928	-0.271387	-0.004543	0.058028	-25.360956	-84.649538	168.848430
04536	4975665	9.728317	-0.121286	0.842099	-0.259110	-0.000848	0.054249	-25.472479	-84.647160	168.923143
04537	4975690	9.703524	-0.128128	0.843402	-0.257887	0.002627	0.047973	-25.572800	-84.644707	168.986782
04538	4975715	9.733772	-0.124132	0.864680	-0.250630	0.004247	0.049682	-25.673553	-84.641863	169.051868
04539	4975740	9.735078	-0.147557	0.879260	-0.242810	0.013128	0.049545	-25.766758	-84.637937	169.110529
04540	4975765	9.718463	-0.161402	0.907061	-0.243649	0.010726	0.043383	-25.853110	-84.634697	169.162188
04541	4975790	9.718500	-0.133904	0.909828	-0.239877	0.015505	0.046392	-25.939779	-84.630645	169.214708
04542	4975815	9.706088	-0.095514	0.933865	-0.252777	0.013553	0.047243	-26.030905	-84.626718	169.269825
04543	4975840	9.732244	-0.074945	0.955178	-0.260125	0.013398	0.044838	-26.119548	-84.623020	169.321415
04544	4975865	9.730886	-0.058470	0.956577	-0.265099	0.013322	0.051717	-26.218246	-84.618889	169.382389
04545	4975890	9.745889	-0.102594	0.988309	-0.267409	0.009046	0.056271	-26.326235	-84.615008	169.452362
04546	4975915	9.769266	-0.120478	0.992267	-0.271091	0.008559	0.057325	-26.436606	-84.611045	169.524187
04547	4975940	9.749832	-0.160495	1.029345	-0.269651	0.003125	0.057910	-26.550894	-84.607794	169.600167
04548	4975965	9.737352	-0.204548	1.041112	-0.269833	0.001568	0.048266	-26.653079	-84.605346	169.663964
04549	4975990	9.722173	-0.203202	1.049102	-0.267376	-0.000276	0.048982	-26.757062	-84.603078	169.729921
04550	4976015	9.726267	-0.201895	1.067675	-0.268804	-0.004651	0.051577	-26.867883	-84.601124	169.802539
04551	4976040	9.768823	-0.235027	1.099519	-0.252353	-0.007756	0.046253	-26.971025	-84.599965	169.869812
04552	4976065	9.764657	-0.243307	1.114103	-0.247821	-0.009225	0.050859	-27.080708	-84.598682	169.944308
04553	4976090	9.782439	-0.283302	1.140532	-0.241706	-0.009826	0.041643	-27.177466	-84.598065	170.006702
04554	4976115	9.796177	-0.275091	1.153873	-0.235082	-0.013031	0.041698	-27.275735	-84.597776	170.071575
04555	4976140	9.808555	-0.288867	1.152485	-0.232919	-0.015087	0.037210	-27.368900	-84.598100	170.131623
04556	4976165	9.796198	-0.276500	1.151199	-0.229953	-0.016797	0.030445	-27.453746	-84.599078	170.183742
04557	4976190	9.785171	-0.312154	1.132457	-0.233682	-0.014079	0.032318	-27.539765	-84.599580	170.236503
04558	4976215	9.720467	-0.308007	1.120531	-0.232458	-0.011797	0.031115	-27.622568	-84.599797	170.286229
04559	4976240	9.742490	-0.310756	1.124492	-0.242297	-0.008255	0.035730	-27.710321	-84.599319	170.339492
04560	4976265	9.782414	-0.324525	1.120473	-0.241402	-0.004606	0.035864	-27.795537	-84.598362	170.390335
04561	4976290	9.796333	-0.322910	1.067338	-0.232387	-0.004683	0.031747	-27.873979	-84.597683	170.435671
04562	4976315	9.760458	-0.371028	1.065853	-0.226627	-0.000922	0.027594	-27.943502	-84.596732	170.472906
04563	4976340	9.760510	-0.361380	1.049921	-0.221144	0.000107	0.028725	-28.012856	-84.595639	170.510731
04564	4976365	9.717925	-0.335135	1.024755	-0.224234	0.003967	0.026089	-28.076361	-84.594232	170.542237
04565	4976390	9.710983	-0.346213	1.039317	-0.215705	0.008881	0.033830	-28.145444	-84.591678	170.580573
04566	4976415	9.730220	-0.350375	1.051270	-0.213768	0.004166	0.027442	-28.209188	-84.590078	170.613860
04567	4976440	9.748134	-0.370944	1.037910	-0.215551	-0.001384	0.024007	-28.272424	-84.589476	170.646345
04568	4976465	9.734320	-0.401200	1.036478	-0.202400	-0.005330	0.026017	-28.339272	-84.589233	170.684351
04569	4976490	9.702637	-0.402557	1.036456	-0.202085	-0.015000	0.021581	-28.407122	-84.590506	170.723409
04570	4976515	9.653069	-0.386059	1.044464	-0.191291	-0.013126	0.019759	-28.469800	-84.591593	170.758865
04571	4976540	9.628257	-0.403953	1.041730	-0.189704	-0.019635	0.021107	-28.538645	-84.593473	170.800702
04572	4976565	9.614604	-0.392794	1.003222	-0.185789	-0.027800	0.023176	-28.615633	-84.596234	170.851284
04573	4976590	9.577553	-0.356916	0.967449	-0.188498	-0.032766	0.024554	-28.698518	-84.599518	170.907398
04574	4976615	9.579048	-0.338893	0.932967	-0.193125	-0.036003	0.021918	-28.781123	-84.603311	170.962611
04575	4976640	9.562726	-0.253509	0.900050	-0.194982	-0.038055	0.017397	-28.859471	-84.607737	171.013234
04576	4976665	9.564181	-0.238281	0.876168	-0.200234	-0.037065	0.031003	-28.956034	-84.611090	171.081397
04577	4976690	9.571084	-0.232785	0.873552	-0.202239	-0.037113	0.027810	-29.048780	-84.614660	171.145437
04578	4976715	9.597210	-0.272607	0.864128	-0.206551	-0.034535	0.028539	-29.141406	-84.617777	171.208788
04579	4976740	9.621948	-0.312526	0.867978	-0.200275	-0.041763	0.025104	-29.233933	-84.622098	171.272891
04580	4976765	9.577721	-0.352541	0.903695	-0.200215	-0.042981	0.029166	-29.332878	-84.626277	171.343447
04581	4976790	9.602539	-0.340163	0.902419	-0.193587	-0.051333	0.027449	-29.434979	-84.631607	171.418127
04582	4976815	9.621599	-0.400846	0.952709	-0.187072	-0.054635	0.029409	-29.541493	-84.637127	171.498233
04583	4976840	9.629748	-0.405145	0.996548	-0.195289	-0.058128	0.030300	-29.653112	-84.643076	171.582226
04584	4976865	9.628350	-0.413414	0.997852	-0.191017	-0.065683	0.030401	-29.770204	-84.649942	171.672331
04585	4976890	9.636597	-0.398349	1.015167	-0.199987	-0.066559	0.030777	-29.890015	-84.656872	171.763874
04586	4976915	9.647647	-0.346157	1.032635	-0.219306	-0.073494	0.031585	-30.019335	-84.664515	171.862250
04587	4976940	9.640747	-0.307736	1.059335	-0.242178	-0.076884	0.033945	-30.157935	-84.672459	171.966593
04588	4976965	9.642128	-0.296766	1.066011	-0.259757	-0.079070	0.031649	-30.298062	-84.680816	172.069938
04589	4976990	9.640789	-0.281634	1.062058	-0.262126	-0.079483	0.029601	-30.436513	-84.689349	172.171258
04590	4977015	9.651774	-0.296769	1.066038	-0.268355	-0.079966	0.030886	-30.578380	-84.697752	172.275185
04591	4977040	9.670686	-0.411193	1.141398	-0.252761	-0.079125	0.036596	-30.725276	-84.705683	172.386330
04592	4977065	9.605487	-0.641069	1.203027	-0.217100	-0.084078	0.022213	-30.852259	-84.715253	172.482606
04593	4977090	9.596084	-0.605021	1.124742	-0.196120	-0.083885	0.016095	-30.968344	-84.725232	172.570954
04594	4977115	9.669683	-0.391493	1.007269	-0.199613	-0.081834	0.007568	-31.072356	-84.735497	172.646754
04595	4977140	9.668843	-0.217726	0.890955	-0.231585	-0.068063	0.001971	-31.162711	-84.744551	172.704158
04596	4977165	9.667746	-0.118536	0.835477	-0.261988	-0.050189	0.008956	-31.252536	-84.750889	172.756657
04597	4977190	9.680181	-0.077308	0.843557	-0.268742	-0.035149	0.016506	-31.341366	-84.754816	172.807184
04598	4977215	9.692565	-0.084171	0.843571	-0.256929	-0.023024	0.027569	-31.433497	-84.756354	172.862815
04599	4977240	9.758643	-0.139074	0.818197	-0.232868	-0.014462	0.032640	-31.521973	-84.756533	172.918147
04600	4977265	9.787480	-0.229766	0.800612	-0.207783	-0.006612	0.029469	-31.596227	-84.755984	172.962805
04601	4977290	9.750247	-0.277857	0.791126	-0.181663	-0.001708	0.022304	-31.653194	-84.755371	172.993861
04602	4977315	9.761214	-0.291689	0.809695	-0.168312	0.007147	0.013079	-31.688734	-84.754297	173.005416
04603	4977340	9.765310	-0.275269	0.830993	-0.152461	0.000645	0.011694	-31.725489	-84.754191	173.020375
04604	4977365	9.752933	-0.253280	0.837681	-0.150029	0.000733	0.005367	-31.753428	-84.754551	173.026832
04605	4977390	9.721275	-0.239552	0.839078	-0.150475	-0.001758	0.001298	-31.778082	-84.755521	173.029925
04606	4977415	9.718466	-0.221777	0.869643	-0.151773	-0.006394	0.003576	-31.809749	-84.756810	173.039977
04607	4977440	9.675657	-0.245289	0.905426	-0.165339	-0.016889	0.006521	-31.855934	-84.759226	173.062553
04608	4977465	9.654907	-0.281094	0.921226	-0.164169	-0.025788	0.006407	-31.909179	-84.762731	173.092387
04609	4977490	9.661736	-0.283943	0.941177	-0.177045	-0.035113	0.010243	-31.977132	-84.767077	173.135139
04610	4977515	9.650678	-0.305948	0.945065	-0.184043	-0.043750	0.009878	-32.052839	-84.772421	173.184781
04611	4977540	9.679627	-0.301766	0.935788	-0.198989	-0.049345	0.010784	-32.136711	-84.778442	173.240361
04612	4977565	9.691988	-0.278502	0.966409	-0.202303	-0.060864	0.010256	-32.230154	-84.785891	173.305074
04613	4977590	9.700318	-0.257815	0.947932	-0.210823	-0.063902	0.007467	-32.323891	-84.793913	173.368857
04614	4977615	9.679652	-0.277046	0.939887	-0.212528	-0.065403	0.013672	-32.427581	-84.801556	173.442507
04615	4977640	9.694830	-0.279741	0.927920	-0.211047	-0.067621	0.011146	-32.529891	-84.809724	173.514865
04616	4977665	9.689326	-0.298945	0.911912	-0.213818	-0.066482	0.010173	-32.630608	-84.817817	173.585223
04617	4977690	9.671378	-0.318222	0.917169	-0.205092	-0.067514	0.014429	-32.736888	-84.825694	173.662421
04618	4977715	9.683716	-0.336123	0.929074	-0.202532	-0.064039	0.007719	-32.831096	-84.833587	173.727992
04620	4977740	9.682326	-0.356731	0.925013	-0.206178	-0.063595	0.007182	-32.925042	-84.841532	173.792648
04622	4977765	9.752529	-0.365044	0.932976	-0.204128	-0.062110	0.004029	-33.013451	-84.849536	173.852037
04623	4977790	9.769076	-0.345795	0.935744	-0.201757	-0.060831	0.000113	-33.095416	-84.857684	173.905297
04624	4977815	9.762190	-0.321126	0.947729	-0.201501	-0.064458	0.000949	-33.181753	-84.866120	173.963118
04625	4977840	9.727813	-0.325136	0.923844	-0.205337	-0.066553	0.010240	-33.283203	-84.874144	174.035426
04626	4977865	9.705781	-0.342960	0.917090	-0.204890	-0.057997	0.005223	-33.370634	-84.881527	174.093722
04627	4977890	9.693381	-0.363563	0.907733	-0.204287	-0.056614	0.003830	-33.455108	-84.888848	174.149134
04628	4977915	9.682387	-0.347081	0.907740	-0.209318	-0.059712	0.005761	-33.545728	-84.896304	174.210135
04629	4977940	9.675404	-0.385619	0.923582	-0.210671	-0.060405	0.002578	-33.633224	-84.904161	174.267663
04630	4977965	9.660229	-0.391163	0.931526	-0.213593	-0.054961	0.014605	-33.732595	-84.910405	174.336692
04631	4977990	9.669899	-0.395249	0.918213	-0.216162	-0.060412	0.009449	-33.830528	-84.917698	174.403907
04632	4978015	9.649273	-0.408918	0.898221	-0.217924	-0.063205	0.006898	-33.927933	-84.925442	174.470485
04633	4978040	9.632785	-0.397857	0.886305	-0.215939	-0.065182	0.011484	-34.033350	-84.933118	174.545244
04634	4978065	9.641101	-0.379932	0.877051	-0.223349	-0.071958	0.011306	-34.146013	-84.941600	174.626210
04635	4978090	9.616317	-0.385423	0.867744	-0.216587	-0.070496	0.007358	-34.251408	-84.950212	174.700852
04636	4978115	9.623210	-0.381254	0.867780	-0.213559	-0.072619	0.006874	-34.357841	-84.959028	174.777124
04637	4978140	9.602575	-0.400486	0.846442	-0.206973	-0.071600	0.011238	-34.468699	-84.967432	174.858630
04638	4978165	9.608132	-0.381214	0.842511	-0.197749	-0.068679	0.014484	-34.580210	-84.975215	174.942117
04639	4978190	9.594373	-0.345470	0.857229	-0.193140	-0.069980	0.013633	-34.691428	-84.983205	175.025971
04640	4978215	9.608109	-0.355110	0.862528	-0.183122	-0.069048	0.016630	-34.804524	-84.990752	175.113310
04641	4978240	9.599698	-0.410259	0.894214	-0.170800	-0.075522	0.012925	-34.917398	-84.999423	175.202037
04642	4978265	9.516753	-0.513638	0.961587	-0.137976	-0.078437	0.005639	-35.018870	-85.009019	175.284037
04643	4978290	9.518216	-0.517607	0.924368	-0.110754	-0.080533	0.008838	-35.123075	-85.018586	175.372693
04644	4978315	9.507592	-0.456653	0.801018	-0.115536	-0.082491	0.006132	-35.226391	-85.028515	175.459932
04645	4978340	9.521789	-0.335219	0.699100	-0.141324	-0.066867	-0.003155	-35.306550	-85.037449	175.520054
04646	4978365	9.541346	-0.200358	0.662411	-0.174432	-0.058232	-0.002407	-35.384455	-85.045304	175.573152
04647	4978390	9.538909	-0.047554	0.625703	-0.203580	-0.048168	0.000715	-35.461295	-85.051719	175.620991
04648	4978415	9.512952	0.020024	0.583361	-0.226790	-0.036693	0.008388	-35.540745	-85.056079	175.668282
04649	4978440	9.544721	0.064042	0.567596	-0.232595	-0.027166	0.019379	-35.626934	-85.058480	175.721331
04650	4978465	9.616361	0.087421	0.570383	-0.248307	-0.017478	0.027500	-35.717002	-85.059069	175.776015
04651	4978490	9.667319	0.101123	0.575775	-0.254996	-0.011037	0.033347	-35.809663	-85.058412	175.832340
04652	4978515	9.636983	0.044820	0.558270	-0.262004	-0.009051	0.045408	-35.917355	-85.056432	175.902925
04653	4978540	9.602483	-0.003274	0.559447	-0.267907	-0.003554	0.044659	-36.019678	-85.053939	175.967092
04654	4978565	9.624428	-0.019922	0.588607	-0.278510	-0.001982	0.038101	-36.113136	-85.051807	176.020836
04655	4978590	9.663002	-0.015781	0.586036	-0.286116	0.001702	0.035752	-36.200889	-85.049440	176.067761
04656	4978615	9.669949	0.074879	0.614197	-0.303192	0.002654	0.038162	-36.293071	-85.046684	176.116867
04657	4978640	9.656103	0.103575	0.662109	-0.305237	0.003828	0.039284	-36.386042	-85.043759	176.166281
04658	4978665	9.657370	0.096562	0.701934	-0.307713	-0.006026	0.042573	-36.493320	-85.041682	176.229699
04659	4978690	9.644954	0.126653	0.729938	-0.316404	-0.009440	0.048281	-36.612693	-85.039501	176.304010
04660	4978715	9.637987	0.103290	0.745785	-0.317651	-0.017285	0.057986	-36.752464	-85.037308	176.398819
04661	4978740	9.632343	0.055013	0.774852	-0.322670	-0.032277	0.060311	-36.911023	-85.036681	176.511562
04662	4978765	9.614297	0.010913	0.805256	-0.322878	-0.036833	0.063737	-37.078612	-85.036252	176.633339
04663	4978790	9.636220	-0.030439	0.826401	-0.326748	-0.039558	0.060914	-37.245743	-85.036347	176.754099
04664	4978815	9.618254	-0.056585	0.839595	-0.331110	-0.050795	0.058036	-37.420683	-85.037875	176.882289
04665	4978840	9.612698	-0.075917	0.848811	-0.328559	-0.061992	0.058191	-37.607129	-85.040692	177.022176
04666	4978865	9.616865	-0.077181	0.832883	-0.328536	-0.069021	0.054772	-37.796404	-85.044566	177.164906
04667	4978890	9.637481	-0.111597	0.827475	-0.322238	-0.075334	0.048417	-37.983171	-85.049673	177.306023
04668	4978915	9.608520	-0.132206	0.830055	-0.320719	-0.071451	0.047472	-38.164518	-85.054320	177.442148
04669	4978940	9.651225	-0.152776	0.815389	-0.315148	-0.072797	0.047772	-38.347477	-85.059120	177.580460
04670	4978965	9.630590	-0.143159	0.810074	-0.312667	-0.072673	0.047474	-38.529877	-85.063895	177.718567
04671	4978990	9.666380	-0.141795	0.818096	-0.305931	-0.074591	0.048229	-38.714590	-85.068778	177.859962
04672	4979015	9.665040	-0.137628	0.806138	-0.297773	-0.071026	0.047719	-38.893707	-85.073207	177.997156
04673	4979040	9.667800	-0.130756	0.806164	-0.283042	-0.071241	0.047517	-39.071333	-85.077705	178.134727
04674	4979065	9.648538	-0.144474	0.792822	-0.274758	-0.068343	0.045486	-39.242388	-85.082030	178.266894
04675	4979090	9.684370	-0.129293	0.790263	-0.269581	-0.065278	0.045334	-39.409531	-85.085994	178.395876
04676	4979115	9.678945	-0.120993	0.761045	-0.266628	-0.067021	0.044662	-39.577073	-85.090118	178.525937
04677	4979140	9.687185	-0.153891	0.748962	-0.266469	-0.059262	0.041735	-39.733215	-85.093685	178.644326
04678	4979165	9.694119	-0.149706	0.733078	-0.265102	-0.055425	0.037746	-39.880141	-85.097168	178.753659
04679	4979190	9.694154	-0.174397	0.705046	-0.268720	-0.050208	0.035554	-40.019357	-85.100257	178.854733
04680	4979215	9.699625	-0.200512	0.703635	-0.263293	-0.050925	0.035155	-40.157779	-85.103379	178.956055
04681	4979240	9.690057	-0.218244	0.663727	-0.263715	-0.047229	0.038132	-40.296648	-85.105862	179.057500
04682	4979265	9.670814	-0.208557	0.650486	-0.266723	-0.043803	0.036326	-40.430052	-85.108118	179.153026
04683	4979290	9.674925	-0.214114	0.661073	-0.260796	-0.040765	0.034593	-40.557199	-85.110185	179.243125
04684	4979315	9.662455	-0.212837	0.690320	-0.256585	-0.037588	0.033543	-40.678581	-85.111928	179.328314
04685	4979340	9.655630	-0.210000	0.669047	-0.255637	-0.037667	0.032727	-40.799405	-85.113801	179.412809
04686	4979365	9.625408	-0.190659	0.651828	-0.261550	-0.035180	0.031979	-40.917478	-85.115460	179.493691
04687	4979390	9.614437	-0.183725	0.635909	-0.258774	-0.030339	0.030917	-41.028550	-85.116681	179.567946
04688	4979415	9.597891	-0.181037	0.645209	-0.258970	-0.035779	0.026794	-41.140014	-85.118806	179.642846
04689	4979440	9.624049	-0.150885	0.666565	-0.266604	-0.031497	0.029716	-41.252078	-85.120240	179.716971
04690	4979465	9.604875	-0.117746	0.642752	-0.268164	-0.033014	0.030908	-41.367604	-85.121713	179.794346
04691	4979490	9.601075	0.109111	0.643482	-0.276391	-0.030263	0.042138	-41.495433	-85.121811	179.882885
04692	4979515	9.541697	0.048527	0.669854	-0.292622	-0.024064	0.064659	-41.646433	-85.119030	179.992638
04693	4979540	9.586908	-0.078065	0.694705	-0.299810	-0.022900	0.068855	-41.802761	-85.115756	-179.893585
04694	4979565	9.600399	-0.207456	0.730115	-0.308324	-0.023215	0.064602	-41.955180	-85.112896	-179.784956
04695	4979590	9.618102	-0.285951	0.765756	-0.306086	-0.035231	0.049335	-42.101635	-85.112754	-179.681990
04696	4979615	9.616716	-0.242075	0.788484	-0.309150	-0.042498	0.034401	-42.237647	-85.114743	-179.589645
04697	4979640	9.613984	-0.203632	0.809858	-0.302377	-0.052331	0.023992	-42.371518	-85.118814	-179.498776
04698	4979665	9.615491	-0.133444	0.795506	-0.291736	-0.066525	0.017613	-42.512250	-85.124983	-179.399492
04699	4979690	9.625118	-0.101925	0.822147	-0.282213	-0.075619	0.009640	-42.652413	-85.132864	-179.299412
04700	4979715	9.636118	-0.085507	0.836842	-0.277871	-0.088738	0.013807	-42.811949	-85.141643	-179.178951
04701	4979740	9.651229	-0.121226	0.831427	-0.283504	-0.097056	0.017200	-42.987126	-85.150989	-179.043918
04702	4979765	9.641494	-0.139191	0.859236	-0.286515	-0.110140	0.019154	-43.180885	-85.161476	-178.890672
04703	4979790	9.618014	-0.180475	0.863098	-0.286256	-0.115173	0.024681	-43.388031	-85.171899	-178.723956
04704	4979815	9.591728	-0.242423	0.876162	-0.283250	-0.113890	0.021209	-43.589173	-85.182427	-178.562507
04705	4979840	9.597151	-0.276833	0.888029	-0.280985	-0.121833	0.016665	-43.795160	-85.194233	-178.396203
04706	4979865	9.666007	-0.272755	0.893348	-0.279827	-0.131775	0.014402	-44.010907	-85.207239	-178.219940
04707	4979890	9.667419	-0.230120	0.904148	-0.288174	-0.138220	0.010344	-44.231631	-85.221255	-178.039886
04708	4979915	9.704658	-0.195759	0.901606	-0.291531	-0.141342	0.006768	-44.452736	-85.235838	-177.859593
04709	4979940	9.685364	-0.179342	0.912290	-0.291412	-0.144869	0.006266	-44.679358	-85.250826	-177.674094
04710	4979965	9.704634	-0.171102	0.925624	-0.285147	-0.157626	0.005248	-44.920710	-85.267151	-177.472917
04711	4979990	9.714186	-0.209639	0.936120	-0.282957	-0.163278	0.003934	-45.168622	-85.284109	-177.264849
04712	4980015	9.765131	-0.195933	0.950826	-0.273322	-0.171691	0.002690	-45.425015	-85.301914	-177.046533
04713	4980040	9.772049	-0.201390	0.932225	-0.261401	-0.167184	-0.002733	-45.669926	-85.319795	-176.838388
04714	4980065	9.774668	-0.253730	0.954618	-0.264767	-0.170538	-0.000605	-45.923884	-85.337718	-176.621654
04715	4980090	9.791198	-0.260607	0.947982	-0.259969	-0.172353	-0.002022	-46.179543	-85.355889	-176.402531
04716	4980115	9.813104	-0.301958	0.977088	-0.258723	-0.172217	-0.005308	-46.431950	-85.374256	-176.186122
04717	4980140	9.864065	-0.304685	0.971783	-0.248645	-0.172091	-0.004849	-46.685924	-85.392538	-175.967074
04718	4980165	9.916329	-0.337750	0.981014	-0.258254	-0.171624	-0.008729	-46.937818	-85.411100	-175.751498
04719	4980190	9.938338	-0.348775	0.983629	-0.256975	-0.176911	-0.011188	-47.195376	-85.430360	-175.530062
04720	4980215	9.985126	-0.381784	0.979549	-0.260551	-0.181016	-0.012353	-47.458692	-85.450008	-175.302981
04721	4980240	10.027703	-0.420376	1.003388	-0.258404	-0.183369	-0.019503	-47.719074	-85.470609	-175.078930
04724	4980265	10.038675	-0.428669	1.017976	-0.262903	-0.183032	-0.023028	-47.977566	-85.491471	-174.857426
04725	4980290	10.033199	-0.456058	0.986019	-0.266956	-0.182955	-0.026362	-48.234708	-85.512602	-174.637867
04726	4980315	10.019384	-0.471253	0.995246	-0.263463	-0.178671	-0.034270	-48.477246	-85.534046	-174.432059
04727	4980340	10.042776	-0.491858	0.993877	-0.260903	-0.179130	-0.026760	-48.732202	-85.554707	-174.213835
04728	4980365	10.060651	-0.453470	1.021901	-0.271064	-0.178058	-0.020622	-48.996782	-85.574528	-173.987424
04729	4980390	10.079877	-0.468633	1.039156	-0.274821	-0.176248	-0.023824	-49.257667	-85.594446	-173.765264
04730	4980415	10.114402	-0.435594	1.018003	-0.285067	-0.175585	-0.027522	-49.515873	-85.614575	-173.546853
04731	4980440	10.122740	-0.454693	0.982066	-0.289507	-0.172421	-0.025846	-49.775327	-85.634203	-173.328252
04732	4980465	10.140670	-0.449188	0.968820	-0.305007	-0.173147	-0.020571	-50.046593	-85.653242	-173.100034
